date,location,location_name,value
2020-04-26,GM,Germany,13183.0
2020-04-26,GM01,Baden-Württemberg State,1667.0
2020-04-26,GM02,Free State of Bavaria,1671.0
2020-04-26,GM03,Free Hanseatic City of Bremen,90.0
2020-04-26,GM04,Free Hanseatic City of Hamburg,366.0
2020-04-26,GM05,Hesse State,929.0
2020-04-26,GM06,Lower Saxony State,1345.0
2020-04-26,GM07,North Rhine-Westphalia State,2798.0
2020-04-26,GM08,Rhineland-Palatinate State,670.0
2020-04-26,GM09,Saarland State,335.0
2020-04-26,GM10,Schleswig-Holstein State,528.0
2020-04-26,GM11,Brandenburg State,490.0
2020-04-26,GM12,Mecklenburg-Western Pomerania State,258.0
2020-04-26,GM13,Free State of Saxony,645.0
2020-04-26,GM14,Sachsen-Anhalt State,443.0
2020-04-26,GM15,Free State of Thüringia,464.0
2020-04-26,GM16,Berlin State,484.0
2020-04-27,GM,Germany,12789.0
2020-04-27,GM01,Baden-Württemberg State,1662.0
2020-04-27,GM02,Free State of Bavaria,1699.0
2020-04-27,GM03,Free Hanseatic City of Bremen,102.0
2020-04-27,GM04,Free Hanseatic City of Hamburg,399.0
2020-04-27,GM05,Hesse State,896.0
2020-04-27,GM06,Lower Saxony State,1260.0
2020-04-27,GM07,North Rhine-Westphalia State,2541.0
2020-04-27,GM08,Rhineland-Palatinate State,655.0
2020-04-27,GM09,Saarland State,331.0
2020-04-27,GM10,Schleswig-Holstein State,527.0
2020-04-27,GM11,Brandenburg State,482.0
2020-04-27,GM12,Mecklenburg-Western Pomerania State,276.0
2020-04-27,GM13,Free State of Saxony,621.0
2020-04-27,GM14,Sachsen-Anhalt State,422.0
2020-04-27,GM15,Free State of Thüringia,461.0
2020-04-27,GM16,Berlin State,455.0
2020-04-28,GM,Germany,13057.0
2020-04-28,GM01,Baden-Württemberg State,1663.0
2020-04-28,GM02,Free State of Bavaria,1824.0
2020-04-28,GM03,Free Hanseatic City of Bremen,109.0
2020-04-28,GM04,Free Hanseatic City of Hamburg,423.0
2020-04-28,GM05,Hesse State,912.0
2020-04-28,GM06,Lower Saxony State,1246.0
2020-04-28,GM07,North Rhine-Westphalia State,2571.0
2020-04-28,GM08,Rhineland-Palatinate State,646.0
