,date,location,location_name,value
549,2020-05-28,GM05,Hesse State,43
550,2020-05-28,GM06,Lower Saxony State,23
551,2020-05-28,GM07,North Rhine-Westphalia State,90
552,2020-05-28,GM08,Rhineland-Palatinate State,12
553,2020-05-28,GM09,Saarland State,2
554,2020-05-28,GM10,Schleswig-Holstein State,3
555,2020-05-28,GM11,Brandenburg State,3
556,2020-05-28,GM12,Mecklenburg-Western Pomerania State,1
557,2020-05-28,GM13,Free State of Saxony,16
558,2020-05-28,GM14,Sachsen-Anhalt State,4
559,2020-05-28,GM15,Free State of Thüringia,9
560,2020-05-28,GM16,Berlin State,44
561,2020-05-29,GM,Germany,426
562,2020-05-29,GM01,Baden-Württemberg State,60
563,2020-05-29,GM02,Free State of Bavaria,110
564,2020-05-29,GM03,Free Hanseatic City of Bremen,6
565,2020-05-29,GM04,Free Hanseatic City of Hamburg,19
566,2020-05-29,GM05,Hesse State,31
567,2020-05-29,GM06,Lower Saxony State,26
568,2020-05-29,GM07,North Rhine-Westphalia State,86
569,2020-05-29,GM08,Rhineland-Palatinate State,9
570,2020-05-29,GM09,Saarland State,2
571,2020-05-29,GM10,Schleswig-Holstein State,4
572,2020-05-29,GM11,Brandenburg State,2
573,2020-05-29,GM12,Mecklenburg-Western Pomerania State,1
574,2020-05-29,GM13,Free State of Saxony,14
575,2020-05-29,GM14,Sachsen-Anhalt State,6
576,2020-05-29,GM15,Free State of Thüringia,6
577,2020-05-29,GM16,Berlin State,44
578,2020-05-30,GM,Germany,421
579,2020-05-30,GM01,Baden-Württemberg State,65
580,2020-05-30,GM02,Free State of Bavaria,111
581,2020-05-30,GM03,Free Hanseatic City of Bremen,5
582,2020-05-30,GM04,Free Hanseatic City of Hamburg,19
583,2020-05-30,GM05,Hesse State,32
584,2020-05-30,GM06,Lower Saxony State,27
585,2020-05-30,GM07,North Rhine-Westphalia State,78
586,2020-05-30,GM08,Rhineland-Palatinate State,7
587,2020-05-30,GM09,Saarland State,4
588,2020-05-30,GM10,Schleswig-Holstein State,3
589,2020-05-30,GM11,Brandenburg State,2
590,2020-05-30,GM12,Mecklenburg-Western Pomerania State,1
591,2020-05-30,GM13,Free State of Saxony,14
592,2020-05-30,GM14,Sachsen-Anhalt State,6
593,2020-05-30,GM15,Free State of Thüringia,6
594,2020-05-30,GM16,Berlin State,41
595,2020-05-31,GM,Germany,410
596,2020-05-31,GM01,Baden-Württemberg State,58
597,2020-05-31,GM02,Free State of Bavaria,109
598,2020-05-31,GM03,Free Hanseatic City of Bremen,4
599,2020-05-31,GM04,Free Hanseatic City of Hamburg,19
600,2020-05-31,GM05,Hesse State,28
601,2020-05-31,GM06,Lower Saxony State,28
602,2020-05-31,GM07,North Rhine-Westphalia State,79
603,2020-05-31,GM08,Rhineland-Palatinate State,5
604,2020-05-31,GM09,Saarland State,4
605,2020-05-31,GM10,Schleswig-Holstein State,3
606,2020-05-31,GM11,Brandenburg State,2
607,2020-05-31,GM12,Mecklenburg-Western Pomerania State,1
608,2020-05-31,GM13,Free State of Saxony,15
609,2020-05-31,GM14,Sachsen-Anhalt State,6
610,2020-05-31,GM15,Free State of Thüringia,7
611,2020-05-31,GM16,Berlin State,42
612,2020-06-01,GM,Germany,385
613,2020-06-01,GM01,Baden-Württemberg State,56
614,2020-06-01,GM02,Free State of Bavaria,98
615,2020-06-01,GM03,Free Hanseatic City of Bremen,4
616,2020-06-01,GM04,Free Hanseatic City of Hamburg,19
617,2020-06-01,GM05,Hesse State,30
618,2020-06-01,GM06,Lower Saxony State,24
619,2020-06-01,GM07,North Rhine-Westphalia State,68
620,2020-06-01,GM08,Rhineland-Palatinate State,7
621,2020-06-01,GM09,Saarland State,5
622,2020-06-01,GM10,Schleswig-Holstein State,3
623,2020-06-01,GM11,Brandenburg State,2
624,2020-06-01,GM12,Mecklenburg-Western Pomerania State,1
625,2020-06-01,GM13,Free State of Saxony,14
626,2020-06-01,GM14,Sachsen-Anhalt State,6
627,2020-06-01,GM15,Free State of Thüringia,4
628,2020-06-01,GM16,Berlin State,44
629,2020-06-02,GM,Germany,378
630,2020-06-02,GM01,Baden-Württemberg State,50
631,2020-06-02,GM02,Free State of Bavaria,94
632,2020-06-02,GM03,Free Hanseatic City of Bremen,4
633,2020-06-02,GM04,Free Hanseatic City of Hamburg,19
634,2020-06-02,GM05,Hesse State,30
635,2020-06-02,GM06,Lower Saxony State,25
636,2020-06-02,GM07,North Rhine-Westphalia State,67
637,2020-06-02,GM08,Rhineland-Palatinate State,8
638,2020-06-02,GM09,Saarland State,3
639,2020-06-02,GM10,Schleswig-Holstein State,3
640,2020-06-02,GM11,Brandenburg State,2
641,2020-06-02,GM12,Mecklenburg-Western Pomerania State,1
642,2020-06-02,GM13,Free State of Saxony,12
643,2020-06-02,GM14,Sachsen-Anhalt State,6
644,2020-06-02,GM15,Free State of Thüringia,6
645,2020-06-02,GM16,Berlin State,48
646,2020-06-03,GM,Germany,360
647,2020-06-03,GM01,Baden-Württemberg State,47
648,2020-06-03,GM02,Free State of Bavaria,85
649,2020-06-03,GM03,Free Hanseatic City of Bremen,4
650,2020-06-03,GM04,Free Hanseatic City of Hamburg,18
651,2020-06-03,GM05,Hesse State,28
652,2020-06-03,GM06,Lower Saxony State,25
653,2020-06-03,GM07,North Rhine-Westphalia State,68
654,2020-06-03,GM08,Rhineland-Palatinate State,6
655,2020-06-03,GM09,Saarland State,3
656,2020-06-03,GM10,Schleswig-Holstein State,2
657,2020-06-03,GM11,Brandenburg State,1
658,2020-06-03,GM12,Mecklenburg-Western Pomerania State,1
659,2020-06-03,GM13,Free State of Saxony,13
660,2020-06-03,GM14,Sachsen-Anhalt State,6
661,2020-06-03,GM15,Free State of Thüringia,6
662,2020-06-03,GM16,Berlin State,47
663,2020-06-04,GM,Germany,341
664,2020-06-04,GM01,Baden-Württemberg State,40
665,2020-06-04,GM02,Free State of Bavaria,87
666,2020-06-04,GM03,Free Hanseatic City of Bremen,2
667,2020-06-04,GM04,Free Hanseatic City of Hamburg,16
668,2020-06-04,GM05,Hesse State,28
669,2020-06-04,GM06,Lower Saxony State,22
670,2020-06-04,GM07,North Rhine-Westphalia State,62
671,2020-06-04,GM08,Rhineland-Palatinate State,6
672,2020-06-04,GM09,Saarland State,3
673,2020-06-04,GM10,Schleswig-Holstein State,2
674,2020-06-04,GM11,Brandenburg State,1
675,2020-06-04,GM12,Mecklenburg-Western Pomerania State,1
676,2020-06-04,GM13,Free State of Saxony,13
677,2020-06-04,GM14,Sachsen-Anhalt State,6
678,2020-06-04,GM15,Free State of Thüringia,6
679,2020-06-04,GM16,Berlin State,46
680,2020-06-05,GM,Germany,339
681,2020-06-05,GM01,Baden-Württemberg State,42
682,2020-06-05,GM02,Free State of Bavaria,77
683,2020-06-05,GM03,Free Hanseatic City of Bremen,3
684,2020-06-05,GM04,Free Hanseatic City of Hamburg,16
685,2020-06-05,GM05,Hesse State,27
686,2020-06-05,GM06,Lower Saxony State,23
687,2020-06-05,GM07,North Rhine-Westphalia State,65
688,2020-06-05,GM08,Rhineland-Palatinate State,8
689,2020-06-05,GM09,Saarland State,3
690,2020-06-05,GM10,Schleswig-Holstein State,1
691,2020-06-05,GM11,Brandenburg State,2
692,2020-06-05,GM12,Mecklenburg-Western Pomerania State,1
693,2020-06-05,GM13,Free State of Saxony,14
694,2020-06-05,GM14,Sachsen-Anhalt State,7
695,2020-06-05,GM15,Free State of Thüringia,6
696,2020-06-05,GM16,Berlin State,44
697,2020-06-06,GM,Germany,337
698,2020-06-06,GM01,Baden-Württemberg State,41
699,2020-06-06,GM02,Free State of Bavaria,77
700,2020-06-06,GM03,Free Hanseatic City of Bremen,3
701,2020-06-06,GM04,Free Hanseatic City of Hamburg,16
702,2020-06-06,GM05,Hesse State,27
703,2020-06-06,GM06,Lower Saxony State,23
704,2020-06-06,GM07,North Rhine-Westphalia State,65
705,2020-06-06,GM08,Rhineland-Palatinate State,9
706,2020-06-06,GM09,Saarland State,4
707,2020-06-06,GM10,Schleswig-Holstein State,0
708,2020-06-06,GM11,Brandenburg State,2
709,2020-06-06,GM12,Mecklenburg-Western Pomerania State,1
710,2020-06-06,GM13,Free State of Saxony,13
711,2020-06-06,GM14,Sachsen-Anhalt State,7
712,2020-06-06,GM15,Free State of Thüringia,6
713,2020-06-06,GM16,Berlin State,43
714,2020-06-07,GM,Germany,330
715,2020-06-07,GM01,Baden-Württemberg State,39
716,2020-06-07,GM02,Free State of Bavaria,75
717,2020-06-07,GM03,Free Hanseatic City of Bremen,4
718,2020-06-07,GM04,Free Hanseatic City of Hamburg,16
719,2020-06-07,GM05,Hesse State,25
720,2020-06-07,GM06,Lower Saxony State,27
721,2020-06-07,GM07,North Rhine-Westphalia State,65
722,2020-06-07,GM08,Rhineland-Palatinate State,10
723,2020-06-07,GM09,Saarland State,3
724,2020-06-07,GM10,Schleswig-Holstein State,0
725,2020-06-07,GM11,Brandenburg State,0
726,2020-06-07,GM12,Mecklenburg-Western Pomerania State,1
727,2020-06-07,GM13,Free State of Saxony,9
728,2020-06-07,GM14,Sachsen-Anhalt State,7
729,2020-06-07,GM15,Free State of Thüringia,6
730,2020-06-07,GM16,Berlin State,43
731,2020-06-08,GM,Germany,316
732,2020-06-08,GM01,Baden-Württemberg State,40
733,2020-06-08,GM02,Free State of Bavaria,73
734,2020-06-08,GM03,Free Hanseatic City of Bremen,3
735,2020-06-08,GM04,Free Hanseatic City of Hamburg,16
736,2020-06-08,GM05,Hesse State,25
737,2020-06-08,GM06,Lower Saxony State,26
738,2020-06-08,GM07,North Rhine-Westphalia State,62
739,2020-06-08,GM08,Rhineland-Palatinate State,9
740,2020-06-08,GM09,Saarland State,2
741,2020-06-08,GM10,Schleswig-Holstein State,0
742,2020-06-08,GM11,Brandenburg State,0
743,2020-06-08,GM12,Mecklenburg-Western Pomerania State,1
744,2020-06-08,GM13,Free State of Saxony,7
745,2020-06-08,GM14,Sachsen-Anhalt State,6
746,2020-06-08,GM15,Free State of Thüringia,6
747,2020-06-08,GM16,Berlin State,40
748,2020-06-09,GM,Germany,320
749,2020-06-09,GM01,Baden-Württemberg State,36
750,2020-06-09,GM02,Free State of Bavaria,73
751,2020-06-09,GM03,Free Hanseatic City of Bremen,5
752,2020-06-09,GM04,Free Hanseatic City of Hamburg,16
753,2020-06-09,GM05,Hesse State,26
754,2020-06-09,GM06,Lower Saxony State,32
755,2020-06-09,GM07,North Rhine-Westphalia State,60
756,2020-06-09,GM08,Rhineland-Palatinate State,10
757,2020-06-09,GM09,Saarland State,2
758,2020-06-09,GM10,Schleswig-Holstein State,0
759,2020-06-09,GM11,Brandenburg State,0
760,2020-06-09,GM12,Mecklenburg-Western Pomerania State,2
761,2020-06-09,GM13,Free State of Saxony,9
762,2020-06-09,GM14,Sachsen-Anhalt State,4
763,2020-06-09,GM15,Free State of Thüringia,7
764,2020-06-09,GM16,Berlin State,38
765,2020-06-10,GM,Germany,293
766,2020-06-10,GM01,Baden-Württemberg State,35
767,2020-06-10,GM02,Free State of Bavaria,68
768,2020-06-10,GM03,Free Hanseatic City of Bremen,5
769,2020-06-10,GM04,Free Hanseatic City of Hamburg,16
770,2020-06-10,GM05,Hesse State,26
771,2020-06-10,GM06,Lower Saxony State,27
772,2020-06-10,GM07,North Rhine-Westphalia State,52
773,2020-06-10,GM08,Rhineland-Palatinate State,7
774,2020-06-10,GM09,Saarland State,2
775,2020-06-10,GM10,Schleswig-Holstein State,0
776,2020-06-10,GM11,Brandenburg State,0
777,2020-06-10,GM12,Mecklenburg-Western Pomerania State,2
778,2020-06-10,GM13,Free State of Saxony,9
779,2020-06-10,GM14,Sachsen-Anhalt State,3
780,2020-06-10,GM15,Free State of Thüringia,5
781,2020-06-10,GM16,Berlin State,36
782,2020-06-11,GM,Germany,281
783,2020-06-11,GM01,Baden-Württemberg State,34
784,2020-06-11,GM02,Free State of Bavaria,65
785,2020-06-11,GM03,Free Hanseatic City of Bremen,3
786,2020-06-11,GM04,Free Hanseatic City of Hamburg,16
787,2020-06-11,GM05,Hesse State,26
788,2020-06-11,GM06,Lower Saxony State,24
789,2020-06-11,GM07,North Rhine-Westphalia State,49
790,2020-06-11,GM08,Rhineland-Palatinate State,7
791,2020-06-11,GM09,Saarland State,2
792,2020-06-11,GM10,Schleswig-Holstein State,0
793,2020-06-11,GM11,Brandenburg State,0
794,2020-06-11,GM12,Mecklenburg-Western Pomerania State,2
795,2020-06-11,GM13,Free State of Saxony,8
796,2020-06-11,GM14,Sachsen-Anhalt State,4
797,2020-06-11,GM15,Free State of Thüringia,5
798,2020-06-11,GM16,Berlin State,36
799,2020-06-12,GM,Germany,274
800,2020-06-12,GM01,Baden-Württemberg State,34
801,2020-06-12,GM02,Free State of Bavaria,60
802,2020-06-12,GM03,Free Hanseatic City of Bremen,3
803,2020-06-12,GM04,Free Hanseatic City of Hamburg,14
804,2020-06-12,GM05,Hesse State,26
805,2020-06-12,GM06,Lower Saxony State,26
806,2020-06-12,GM07,North Rhine-Westphalia State,48
807,2020-06-12,GM08,Rhineland-Palatinate State,5
808,2020-06-12,GM09,Saarland State,2
809,2020-06-12,GM10,Schleswig-Holstein State,0
810,2020-06-12,GM11,Brandenburg State,0
811,2020-06-12,GM12,Mecklenburg-Western Pomerania State,1
812,2020-06-12,GM13,Free State of Saxony,10
813,2020-06-12,GM14,Sachsen-Anhalt State,4
814,2020-06-12,GM15,Free State of Thüringia,5
815,2020-06-12,GM16,Berlin State,36
816,2020-06-13,GM,Germany,262
817,2020-06-13,GM01,Baden-Württemberg State,35
818,2020-06-13,GM02,Free State of Bavaria,58
819,2020-06-13,GM03,Free Hanseatic City of Bremen,3
820,2020-06-13,GM04,Free Hanseatic City of Hamburg,12
821,2020-06-13,GM05,Hesse State,25
822,2020-06-13,GM06,Lower Saxony State,24
823,2020-06-13,GM07,North Rhine-Westphalia State,45
824,2020-06-13,GM08,Rhineland-Palatinate State,4
825,2020-06-13,GM09,Saarland State,2
826,2020-06-13,GM10,Schleswig-Holstein State,1
827,2020-06-13,GM11,Brandenburg State,0
828,2020-06-13,GM12,Mecklenburg-Western Pomerania State,1
829,2020-06-13,GM13,Free State of Saxony,10
830,2020-06-13,GM14,Sachsen-Anhalt State,4
831,2020-06-13,GM15,Free State of Thüringia,6
832,2020-06-13,GM16,Berlin State,32
833,2020-06-14,GM,Germany,256
834,2020-06-14,GM01,Baden-Württemberg State,32
835,2020-06-14,GM02,Free State of Bavaria,60
836,2020-06-14,GM03,Free Hanseatic City of Bremen,2
837,2020-06-14,GM04,Free Hanseatic City of Hamburg,11
838,2020-06-14,GM05,Hesse State,24
839,2020-06-14,GM06,Lower Saxony State,22
840,2020-06-14,GM07,North Rhine-Westphalia State,42
841,2020-06-14,GM08,Rhineland-Palatinate State,5
842,2020-06-14,GM09,Saarland State,2
843,2020-06-14,GM10,Schleswig-Holstein State,1
844,2020-06-14,GM11,Brandenburg State,0
845,2020-06-14,GM12,Mecklenburg-Western Pomerania State,1
846,2020-06-14,GM13,Free State of Saxony,9
847,2020-06-14,GM14,Sachsen-Anhalt State,4
848,2020-06-14,GM15,Free State of Thüringia,5
849,2020-06-14,GM16,Berlin State,36
850,2020-06-15,GM,Germany,262
851,2020-06-15,GM01,Baden-Württemberg State,35
852,2020-06-15,GM02,Free State of Bavaria,62
853,2020-06-15,GM03,Free Hanseatic City of Bremen,3
854,2020-06-15,GM04,Free Hanseatic City of Hamburg,11
855,2020-06-15,GM05,Hesse State,25
856,2020-06-15,GM06,Lower Saxony State,22
857,2020-06-15,GM07,North Rhine-Westphalia State,42
858,2020-06-15,GM08,Rhineland-Palatinate State,6
859,2020-06-15,GM09,Saarland State,2
860,2020-06-15,GM10,Schleswig-Holstein State,1
861,2020-06-15,GM11,Brandenburg State,0
862,2020-06-15,GM12,Mecklenburg-Western Pomerania State,1
863,2020-06-15,GM13,Free State of Saxony,9
864,2020-06-15,GM14,Sachsen-Anhalt State,4
865,2020-06-15,GM15,Free State of Thüringia,4
866,2020-06-15,GM16,Berlin State,35
867,2020-06-16,GM,Germany,258
868,2020-06-16,GM01,Baden-Württemberg State,34
869,2020-06-16,GM02,Free State of Bavaria,60
870,2020-06-16,GM03,Free Hanseatic City of Bremen,4
871,2020-06-16,GM04,Free Hanseatic City of Hamburg,11
872,2020-06-16,GM05,Hesse State,24
873,2020-06-16,GM06,Lower Saxony State,22
874,2020-06-16,GM07,North Rhine-Westphalia State,43
875,2020-06-16,GM08,Rhineland-Palatinate State,6
876,2020-06-16,GM09,Saarland State,1
877,2020-06-16,GM10,Schleswig-Holstein State,0
878,2020-06-16,GM11,Brandenburg State,0
879,2020-06-16,GM12,Mecklenburg-Western Pomerania State,1
880,2020-06-16,GM13,Free State of Saxony,11
881,2020-06-16,GM14,Sachsen-Anhalt State,4
882,2020-06-16,GM15,Free State of Thüringia,2
883,2020-06-16,GM16,Berlin State,35
884,2020-06-17,GM,Germany,252
885,2020-06-17,GM01,Baden-Württemberg State,31
886,2020-06-17,GM02,Free State of Bavaria,52
887,2020-06-17,GM03,Free Hanseatic City of Bremen,4
888,2020-06-17,GM04,Free Hanseatic City of Hamburg,12
889,2020-06-17,GM05,Hesse State,25
890,2020-06-17,GM06,Lower Saxony State,21
891,2020-06-17,GM07,North Rhine-Westphalia State,46
892,2020-06-17,GM08,Rhineland-Palatinate State,6
893,2020-06-17,GM09,Saarland State,2
894,2020-06-17,GM10,Schleswig-Holstein State,0
895,2020-06-17,GM11,Brandenburg State,1
896,2020-06-17,GM12,Mecklenburg-Western Pomerania State,1
897,2020-06-17,GM13,Free State of Saxony,11
898,2020-06-17,GM14,Sachsen-Anhalt State,4
899,2020-06-17,GM15,Free State of Thüringia,1
900,2020-06-17,GM16,Berlin State,35
901,2020-06-18,GM,Germany,240
902,2020-06-18,GM01,Baden-Württemberg State,28
903,2020-06-18,GM02,Free State of Bavaria,49
904,2020-06-18,GM03,Free Hanseatic City of Bremen,2
905,2020-06-18,GM04,Free Hanseatic City of Hamburg,11
906,2020-06-18,GM05,Hesse State,25
907,2020-06-18,GM06,Lower Saxony State,20
908,2020-06-18,GM07,North Rhine-Westphalia State,43
909,2020-06-18,GM08,Rhineland-Palatinate State,6
910,2020-06-18,GM09,Saarland State,2
911,2020-06-18,GM10,Schleswig-Holstein State,0
912,2020-06-18,GM11,Brandenburg State,0
913,2020-06-18,GM12,Mecklenburg-Western Pomerania State,1
914,2020-06-18,GM13,Free State of Saxony,10
915,2020-06-18,GM14,Sachsen-Anhalt State,4
916,2020-06-18,GM15,Free State of Thüringia,1
917,2020-06-18,GM16,Berlin State,38
918,2020-06-19,GM,Germany,227
919,2020-06-19,GM01,Baden-Württemberg State,28
920,2020-06-19,GM02,Free State of Bavaria,43
921,2020-06-19,GM03,Free Hanseatic City of Bremen,3
922,2020-06-19,GM04,Free Hanseatic City of Hamburg,11
923,2020-06-19,GM05,Hesse State,21
924,2020-06-19,GM06,Lower Saxony State,22
925,2020-06-19,GM07,North Rhine-Westphalia State,38
926,2020-06-19,GM08,Rhineland-Palatinate State,6
927,2020-06-19,GM09,Saarland State,3
928,2020-06-19,GM10,Schleswig-Holstein State,0
929,2020-06-19,GM11,Brandenburg State,0
930,2020-06-19,GM12,Mecklenburg-Western Pomerania State,1
931,2020-06-19,GM13,Free State of Saxony,10
932,2020-06-19,GM14,Sachsen-Anhalt State,4
933,2020-06-19,GM15,Free State of Thüringia,1
934,2020-06-19,GM16,Berlin State,36
935,2020-06-20,GM,Germany,219
936,2020-06-20,GM01,Baden-Württemberg State,28
937,2020-06-20,GM02,Free State of Bavaria,41
938,2020-06-20,GM03,Free Hanseatic City of Bremen,3
939,2020-06-20,GM04,Free Hanseatic City of Hamburg,10
940,2020-06-20,GM05,Hesse State,21
941,2020-06-20,GM06,Lower Saxony State,19
942,2020-06-20,GM07,North Rhine-Westphalia State,33
943,2020-06-20,GM08,Rhineland-Palatinate State,6
944,2020-06-20,GM09,Saarland State,3
945,2020-06-20,GM10,Schleswig-Holstein State,0
946,2020-06-20,GM11,Brandenburg State,1
947,2020-06-20,GM12,Mecklenburg-Western Pomerania State,1
948,2020-06-20,GM13,Free State of Saxony,10
949,2020-06-20,GM14,Sachsen-Anhalt State,4
950,2020-06-20,GM15,Free State of Thüringia,1
951,2020-06-20,GM16,Berlin State,38
952,2020-06-21,GM,Germany,198
953,2020-06-21,GM01,Baden-Württemberg State,27
954,2020-06-21,GM02,Free State of Bavaria,30
955,2020-06-21,GM03,Free Hanseatic City of Bremen,3
956,2020-06-21,GM04,Free Hanseatic City of Hamburg,10
957,2020-06-21,GM05,Hesse State,20
958,2020-06-21,GM06,Lower Saxony State,17
959,2020-06-21,GM07,North Rhine-Westphalia State,33
960,2020-06-21,GM08,Rhineland-Palatinate State,5
961,2020-06-21,GM09,Saarland State,3
962,2020-06-21,GM10,Schleswig-Holstein State,0
963,2020-06-21,GM11,Brandenburg State,1
964,2020-06-21,GM12,Mecklenburg-Western Pomerania State,1
965,2020-06-21,GM13,Free State of Saxony,9
966,2020-06-21,GM14,Sachsen-Anhalt State,3
967,2020-06-21,GM15,Free State of Thüringia,1
968,2020-06-21,GM16,Berlin State,35
969,2020-06-22,GM,Germany,201
970,2020-06-22,GM01,Baden-Württemberg State,28
971,2020-06-22,GM02,Free State of Bavaria,29
972,2020-06-22,GM03,Free Hanseatic City of Bremen,3
973,2020-06-22,GM04,Free Hanseatic City of Hamburg,10
974,2020-06-22,GM05,Hesse State,19
975,2020-06-22,GM06,Lower Saxony State,17
976,2020-06-22,GM07,North Rhine-Westphalia State,37
977,2020-06-22,GM08,Rhineland-Palatinate State,4
978,2020-06-22,GM09,Saarland State,3
979,2020-06-22,GM10,Schleswig-Holstein State,0
980,2020-06-22,GM11,Brandenburg State,1
981,2020-06-22,GM12,Mecklenburg-Western Pomerania State,1
982,2020-06-22,GM13,Free State of Saxony,9
983,2020-06-22,GM14,Sachsen-Anhalt State,3
984,2020-06-22,GM15,Free State of Thüringia,2
985,2020-06-22,GM16,Berlin State,35
986,2020-06-23,GM,Germany,194
987,2020-06-23,GM01,Baden-Württemberg State,28
988,2020-06-23,GM02,Free State of Bavaria,28
989,2020-06-23,GM03,Free Hanseatic City of Bremen,3
990,2020-06-23,GM04,Free Hanseatic City of Hamburg,9
991,2020-06-23,GM05,Hesse State,18
992,2020-06-23,GM06,Lower Saxony State,14
993,2020-06-23,GM07,North Rhine-Westphalia State,39
994,2020-06-23,GM08,Rhineland-Palatinate State,4
995,2020-06-23,GM09,Saarland State,3
996,2020-06-23,GM10,Schleswig-Holstein State,0
997,2020-06-23,GM11,Brandenburg State,2
998,2020-06-23,GM12,Mecklenburg-Western Pomerania State,1
999,2020-06-23,GM13,Free State of Saxony,9
1000,2020-06-23,GM14,Sachsen-Anhalt State,3
1001,2020-06-23,GM15,Free State of Thüringia,2
1002,2020-06-23,GM16,Berlin State,31
1003,2020-06-24,GM,Germany,182
1004,2020-06-24,GM01,Baden-Württemberg State,25
1005,2020-06-24,GM02,Free State of Bavaria,26
1006,2020-06-24,GM03,Free Hanseatic City of Bremen,3
1007,2020-06-24,GM04,Free Hanseatic City of Hamburg,9
1008,2020-06-24,GM05,Hesse State,17
1009,2020-06-24,GM06,Lower Saxony State,13
1010,2020-06-24,GM07,North Rhine-Westphalia State,38
1011,2020-06-24,GM08,Rhineland-Palatinate State,5
1012,2020-06-24,GM09,Saarland State,2
1013,2020-06-24,GM10,Schleswig-Holstein State,0
1014,2020-06-24,GM11,Brandenburg State,2
1015,2020-06-24,GM12,Mecklenburg-Western Pomerania State,1
1016,2020-06-24,GM13,Free State of Saxony,9
1017,2020-06-24,GM14,Sachsen-Anhalt State,3
1018,2020-06-24,GM15,Free State of Thüringia,2
1019,2020-06-24,GM16,Berlin State,27
1020,2020-06-25,GM,Germany,196
1021,2020-06-25,GM01,Baden-Württemberg State,25
1022,2020-06-25,GM02,Free State of Bavaria,28
1023,2020-06-25,GM03,Free Hanseatic City of Bremen,3
1024,2020-06-25,GM04,Free Hanseatic City of Hamburg,8
1025,2020-06-25,GM05,Hesse State,15
1026,2020-06-25,GM06,Lower Saxony State,19
1027,2020-06-25,GM07,North Rhine-Westphalia State,47
1028,2020-06-25,GM08,Rhineland-Palatinate State,4
1029,2020-06-25,GM09,Saarland State,1
1030,2020-06-25,GM10,Schleswig-Holstein State,0
1031,2020-06-25,GM11,Brandenburg State,1
1032,2020-06-25,GM12,Mecklenburg-Western Pomerania State,1
1033,2020-06-25,GM13,Free State of Saxony,12
1034,2020-06-25,GM14,Sachsen-Anhalt State,3
1035,2020-06-25,GM15,Free State of Thüringia,2
1036,2020-06-25,GM16,Berlin State,27
1037,2020-06-26,GM,Germany,198
1038,2020-06-26,GM01,Baden-Württemberg State,24
1039,2020-06-26,GM02,Free State of Bavaria,31
1040,2020-06-26,GM03,Free Hanseatic City of Bremen,3
1041,2020-06-26,GM04,Free Hanseatic City of Hamburg,8
1042,2020-06-26,GM05,Hesse State,18
1043,2020-06-26,GM06,Lower Saxony State,19
1044,2020-06-26,GM07,North Rhine-Westphalia State,46
1045,2020-06-26,GM08,Rhineland-Palatinate State,4
1046,2020-06-26,GM09,Saarland State,1
1047,2020-06-26,GM10,Schleswig-Holstein State,0
1048,2020-06-26,GM11,Brandenburg State,1
1049,2020-06-26,GM12,Mecklenburg-Western Pomerania State,1
1050,2020-06-26,GM13,Free State of Saxony,12
1051,2020-06-26,GM14,Sachsen-Anhalt State,3
1052,2020-06-26,GM15,Free State of Thüringia,2
1053,2020-06-26,GM16,Berlin State,25
1054,2020-06-27,GM,Germany,188
1055,2020-06-27,GM01,Baden-Württemberg State,20
1056,2020-06-27,GM02,Free State of Bavaria,26
1057,2020-06-27,GM03,Free Hanseatic City of Bremen,4
1058,2020-06-27,GM04,Free Hanseatic City of Hamburg,8
1059,2020-06-27,GM05,Hesse State,17
1060,2020-06-27,GM06,Lower Saxony State,17
1061,2020-06-27,GM07,North Rhine-Westphalia State,47
1062,2020-06-27,GM08,Rhineland-Palatinate State,4
1063,2020-06-27,GM09,Saarland State,1
1064,2020-06-27,GM10,Schleswig-Holstein State,0
1065,2020-06-27,GM11,Brandenburg State,2
1066,2020-06-27,GM12,Mecklenburg-Western Pomerania State,1
1067,2020-06-27,GM13,Free State of Saxony,11
1068,2020-06-27,GM14,Sachsen-Anhalt State,3
1069,2020-06-27,GM15,Free State of Thüringia,3
1070,2020-06-27,GM16,Berlin State,24
1071,2020-06-28,GM,Germany,189
1072,2020-06-28,GM01,Baden-Württemberg State,21
1073,2020-06-28,GM02,Free State of Bavaria,25
1074,2020-06-28,GM03,Free Hanseatic City of Bremen,4
1075,2020-06-28,GM04,Free Hanseatic City of Hamburg,8
1076,2020-06-28,GM05,Hesse State,17
1077,2020-06-28,GM06,Lower Saxony State,17
1078,2020-06-28,GM07,North Rhine-Westphalia State,49
1079,2020-06-28,GM08,Rhineland-Palatinate State,4
1080,2020-06-28,GM09,Saarland State,1
1081,2020-06-28,GM10,Schleswig-Holstein State,0
1082,2020-06-28,GM11,Brandenburg State,2
1083,2020-06-28,GM12,Mecklenburg-Western Pomerania State,1
1084,2020-06-28,GM13,Free State of Saxony,11
1085,2020-06-28,GM14,Sachsen-Anhalt State,3
1086,2020-06-28,GM15,Free State of Thüringia,3
1087,2020-06-28,GM16,Berlin State,23
1088,2020-06-29,GM,Germany,183
1089,2020-06-29,GM01,Baden-Württemberg State,18
1090,2020-06-29,GM02,Free State of Bavaria,27
1091,2020-06-29,GM03,Free Hanseatic City of Bremen,4
1092,2020-06-29,GM04,Free Hanseatic City of Hamburg,8
1093,2020-06-29,GM05,Hesse State,17
1094,2020-06-29,GM06,Lower Saxony State,16
