,date,location,location_name,value
548,2020-05-28,GM04,Free Hanseatic City of Hamburg,28
549,2020-05-28,GM05,Hesse State,103
550,2020-05-28,GM06,Lower Saxony State,131
551,2020-05-28,GM07,North Rhine-Westphalia State,348
552,2020-05-28,GM08,Rhineland-Palatinate State,81
553,2020-05-28,GM09,Saarland State,19
554,2020-05-28,GM10,Schleswig-Holstein State,34
555,2020-05-28,GM11,Brandenburg State,54
556,2020-05-28,GM12,Mecklenburg-Western Pomerania State,34
557,2020-05-28,GM13,Free State of Saxony,79
558,2020-05-28,GM14,Sachsen-Anhalt State,44
559,2020-05-28,GM15,Free State of Thüringia,38
560,2020-05-28,GM16,Berlin State,60
561,2020-05-29,GM,Germany,1421
562,2020-05-29,GM01,Baden-Württemberg State,140
563,2020-05-29,GM02,Free State of Bavaria,215
564,2020-05-29,GM03,Free Hanseatic City of Bremen,13
565,2020-05-29,GM04,Free Hanseatic City of Hamburg,28
566,2020-05-29,GM05,Hesse State,103
567,2020-05-29,GM06,Lower Saxony State,132
568,2020-05-29,GM07,North Rhine-Westphalia State,347
569,2020-05-29,GM08,Rhineland-Palatinate State,81
570,2020-05-29,GM09,Saarland State,19
571,2020-05-29,GM10,Schleswig-Holstein State,34
572,2020-05-29,GM11,Brandenburg State,54
573,2020-05-29,GM12,Mecklenburg-Western Pomerania State,34
574,2020-05-29,GM13,Free State of Saxony,79
575,2020-05-29,GM14,Sachsen-Anhalt State,44
576,2020-05-29,GM15,Free State of Thüringia,38
577,2020-05-29,GM16,Berlin State,60
578,2020-05-30,GM,Germany,1417
579,2020-05-30,GM01,Baden-Württemberg State,140
580,2020-05-30,GM02,Free State of Bavaria,216
581,2020-05-30,GM03,Free Hanseatic City of Bremen,13
582,2020-05-30,GM04,Free Hanseatic City of Hamburg,28
583,2020-05-30,GM05,Hesse State,103
584,2020-05-30,GM06,Lower Saxony State,132
585,2020-05-30,GM07,North Rhine-Westphalia State,342
586,2020-05-30,GM08,Rhineland-Palatinate State,81
587,2020-05-30,GM09,Saarland State,19
588,2020-05-30,GM10,Schleswig-Holstein State,34
589,2020-05-30,GM11,Brandenburg State,54
590,2020-05-30,GM12,Mecklenburg-Western Pomerania State,34
591,2020-05-30,GM13,Free State of Saxony,79
592,2020-05-30,GM14,Sachsen-Anhalt State,44
593,2020-05-30,GM15,Free State of Thüringia,38
594,2020-05-30,GM16,Berlin State,60
595,2020-05-31,GM,Germany,1404
596,2020-05-31,GM01,Baden-Württemberg State,140
597,2020-05-31,GM02,Free State of Bavaria,213
598,2020-05-31,GM03,Free Hanseatic City of Bremen,12
599,2020-05-31,GM04,Free Hanseatic City of Hamburg,27
600,2020-05-31,GM05,Hesse State,99
601,2020-05-31,GM06,Lower Saxony State,132
602,2020-05-31,GM07,North Rhine-Westphalia State,339
603,2020-05-31,GM08,Rhineland-Palatinate State,81
604,2020-05-31,GM09,Saarland State,19
605,2020-05-31,GM10,Schleswig-Holstein State,34
606,2020-05-31,GM11,Brandenburg State,54
607,2020-05-31,GM12,Mecklenburg-Western Pomerania State,34
608,2020-05-31,GM13,Free State of Saxony,77
609,2020-05-31,GM14,Sachsen-Anhalt State,44
610,2020-05-31,GM15,Free State of Thüringia,38
611,2020-05-31,GM16,Berlin State,61
612,2020-06-01,GM,Germany,1375
613,2020-06-01,GM01,Baden-Württemberg State,140
614,2020-06-01,GM02,Free State of Bavaria,205
615,2020-06-01,GM03,Free Hanseatic City of Bremen,12
616,2020-06-01,GM04,Free Hanseatic City of Hamburg,26
617,2020-06-01,GM05,Hesse State,100
618,2020-06-01,GM06,Lower Saxony State,128
619,2020-06-01,GM07,North Rhine-Westphalia State,330
620,2020-06-01,GM08,Rhineland-Palatinate State,80
621,2020-06-01,GM09,Saarland State,19
622,2020-06-01,GM10,Schleswig-Holstein State,34
623,2020-06-01,GM11,Brandenburg State,53
624,2020-06-01,GM12,Mecklenburg-Western Pomerania State,34
625,2020-06-01,GM13,Free State of Saxony,76
626,2020-06-01,GM14,Sachsen-Anhalt State,43
627,2020-06-01,GM15,Free State of Thüringia,36
628,2020-06-01,GM16,Berlin State,59
629,2020-06-02,GM,Germany,1395
630,2020-06-02,GM01,Baden-Württemberg State,140
631,2020-06-02,GM02,Free State of Bavaria,209
632,2020-06-02,GM03,Free Hanseatic City of Bremen,12
633,2020-06-02,GM04,Free Hanseatic City of Hamburg,26
634,2020-06-02,GM05,Hesse State,102
635,2020-06-02,GM06,Lower Saxony State,131
636,2020-06-02,GM07,North Rhine-Westphalia State,335
637,2020-06-02,GM08,Rhineland-Palatinate State,81
638,2020-06-02,GM09,Saarland State,19
639,2020-06-02,GM10,Schleswig-Holstein State,34
640,2020-06-02,GM11,Brandenburg State,53
641,2020-06-02,GM12,Mecklenburg-Western Pomerania State,34
642,2020-06-02,GM13,Free State of Saxony,79
643,2020-06-02,GM14,Sachsen-Anhalt State,43
644,2020-06-02,GM15,Free State of Thüringia,38
645,2020-06-02,GM16,Berlin State,59
646,2020-06-03,GM,Germany,1415
647,2020-06-03,GM01,Baden-Württemberg State,140
648,2020-06-03,GM02,Free State of Bavaria,215
649,2020-06-03,GM03,Free Hanseatic City of Bremen,12
650,2020-06-03,GM04,Free Hanseatic City of Hamburg,27
651,2020-06-03,GM05,Hesse State,102
652,2020-06-03,GM06,Lower Saxony State,132
653,2020-06-03,GM07,North Rhine-Westphalia State,345
654,2020-06-03,GM08,Rhineland-Palatinate State,81
655,2020-06-03,GM09,Saarland State,19
656,2020-06-03,GM10,Schleswig-Holstein State,34
657,2020-06-03,GM11,Brandenburg State,53
658,2020-06-03,GM12,Mecklenburg-Western Pomerania State,34
659,2020-06-03,GM13,Free State of Saxony,79
660,2020-06-03,GM14,Sachsen-Anhalt State,44
661,2020-06-03,GM15,Free State of Thüringia,38
662,2020-06-03,GM16,Berlin State,60
663,2020-06-04,GM,Germany,1419
664,2020-06-04,GM01,Baden-Württemberg State,140
665,2020-06-04,GM02,Free State of Bavaria,215
666,2020-06-04,GM03,Free Hanseatic City of Bremen,12
667,2020-06-04,GM04,Free Hanseatic City of Hamburg,28
668,2020-06-04,GM05,Hesse State,104
669,2020-06-04,GM06,Lower Saxony State,132
670,2020-06-04,GM07,North Rhine-Westphalia State,345
671,2020-06-04,GM08,Rhineland-Palatinate State,81
672,2020-06-04,GM09,Saarland State,19
673,2020-06-04,GM10,Schleswig-Holstein State,34
674,2020-06-04,GM11,Brandenburg State,54
675,2020-06-04,GM12,Mecklenburg-Western Pomerania State,34
676,2020-06-04,GM13,Free State of Saxony,79
677,2020-06-04,GM14,Sachsen-Anhalt State,44
678,2020-06-04,GM15,Free State of Thüringia,38
679,2020-06-04,GM16,Berlin State,60
680,2020-06-05,GM,Germany,1421
681,2020-06-05,GM01,Baden-Württemberg State,140
682,2020-06-05,GM02,Free State of Bavaria,214
683,2020-06-05,GM03,Free Hanseatic City of Bremen,12
684,2020-06-05,GM04,Free Hanseatic City of Hamburg,28
685,2020-06-05,GM05,Hesse State,104
686,2020-06-05,GM06,Lower Saxony State,132
687,2020-06-05,GM07,North Rhine-Westphalia State,348
688,2020-06-05,GM08,Rhineland-Palatinate State,81
689,2020-06-05,GM09,Saarland State,19
690,2020-06-05,GM10,Schleswig-Holstein State,34
691,2020-06-05,GM11,Brandenburg State,54
692,2020-06-05,GM12,Mecklenburg-Western Pomerania State,34
693,2020-06-05,GM13,Free State of Saxony,79
694,2020-06-05,GM14,Sachsen-Anhalt State,44
695,2020-06-05,GM15,Free State of Thüringia,38
696,2020-06-05,GM16,Berlin State,60
697,2020-06-06,GM,Germany,1418
698,2020-06-06,GM01,Baden-Württemberg State,140
699,2020-06-06,GM02,Free State of Bavaria,216
700,2020-06-06,GM03,Free Hanseatic City of Bremen,11
701,2020-06-06,GM04,Free Hanseatic City of Hamburg,26
702,2020-06-06,GM05,Hesse State,103
703,2020-06-06,GM06,Lower Saxony State,132
704,2020-06-06,GM07,North Rhine-Westphalia State,348
705,2020-06-06,GM08,Rhineland-Palatinate State,81
706,2020-06-06,GM09,Saarland State,19
707,2020-06-06,GM10,Schleswig-Holstein State,34
708,2020-06-06,GM11,Brandenburg State,54
709,2020-06-06,GM12,Mecklenburg-Western Pomerania State,34
710,2020-06-06,GM13,Free State of Saxony,79
711,2020-06-06,GM14,Sachsen-Anhalt State,44
712,2020-06-06,GM15,Free State of Thüringia,38
713,2020-06-06,GM16,Berlin State,59
714,2020-06-07,GM,Germany,1409
715,2020-06-07,GM01,Baden-Württemberg State,140
716,2020-06-07,GM02,Free State of Bavaria,213
717,2020-06-07,GM03,Free Hanseatic City of Bremen,11
718,2020-06-07,GM04,Free Hanseatic City of Hamburg,26
719,2020-06-07,GM05,Hesse State,102
720,2020-06-07,GM06,Lower Saxony State,132
721,2020-06-07,GM07,North Rhine-Westphalia State,343
722,2020-06-07,GM08,Rhineland-Palatinate State,81
723,2020-06-07,GM09,Saarland State,19
724,2020-06-07,GM10,Schleswig-Holstein State,34
725,2020-06-07,GM11,Brandenburg State,54
726,2020-06-07,GM12,Mecklenburg-Western Pomerania State,34
727,2020-06-07,GM13,Free State of Saxony,79
728,2020-06-07,GM14,Sachsen-Anhalt State,44
729,2020-06-07,GM15,Free State of Thüringia,38
730,2020-06-07,GM16,Berlin State,59
731,2020-06-08,GM,Germany,1396
732,2020-06-08,GM01,Baden-Württemberg State,139
733,2020-06-08,GM02,Free State of Bavaria,210
734,2020-06-08,GM03,Free Hanseatic City of Bremen,11
735,2020-06-08,GM04,Free Hanseatic City of Hamburg,27
736,2020-06-08,GM05,Hesse State,103
737,2020-06-08,GM06,Lower Saxony State,129
738,2020-06-08,GM07,North Rhine-Westphalia State,337
739,2020-06-08,GM08,Rhineland-Palatinate State,81
740,2020-06-08,GM09,Saarland State,19
741,2020-06-08,GM10,Schleswig-Holstein State,34
742,2020-06-08,GM11,Brandenburg State,54
743,2020-06-08,GM12,Mecklenburg-Western Pomerania State,34
744,2020-06-08,GM13,Free State of Saxony,78
745,2020-06-08,GM14,Sachsen-Anhalt State,43
746,2020-06-08,GM15,Free State of Thüringia,38
747,2020-06-08,GM16,Berlin State,59
748,2020-06-09,GM,Germany,1419
749,2020-06-09,GM01,Baden-Württemberg State,139
750,2020-06-09,GM02,Free State of Bavaria,218
751,2020-06-09,GM03,Free Hanseatic City of Bremen,12
752,2020-06-09,GM04,Free Hanseatic City of Hamburg,28
753,2020-06-09,GM05,Hesse State,103
754,2020-06-09,GM06,Lower Saxony State,131
755,2020-06-09,GM07,North Rhine-Westphalia State,345
756,2020-06-09,GM08,Rhineland-Palatinate State,81
757,2020-06-09,GM09,Saarland State,19
758,2020-06-09,GM10,Schleswig-Holstein State,34
759,2020-06-09,GM11,Brandenburg State,54
760,2020-06-09,GM12,Mecklenburg-Western Pomerania State,34
761,2020-06-09,GM13,Free State of Saxony,79
762,2020-06-09,GM14,Sachsen-Anhalt State,44
763,2020-06-09,GM15,Free State of Thüringia,38
764,2020-06-09,GM16,Berlin State,60
765,2020-06-10,GM,Germany,1422
766,2020-06-10,GM01,Baden-Württemberg State,139
767,2020-06-10,GM02,Free State of Bavaria,219
768,2020-06-10,GM03,Free Hanseatic City of Bremen,13
769,2020-06-10,GM04,Free Hanseatic City of Hamburg,28
770,2020-06-10,GM05,Hesse State,103
771,2020-06-10,GM06,Lower Saxony State,132
772,2020-06-10,GM07,North Rhine-Westphalia State,345
773,2020-06-10,GM08,Rhineland-Palatinate State,81
774,2020-06-10,GM09,Saarland State,19
775,2020-06-10,GM10,Schleswig-Holstein State,34
776,2020-06-10,GM11,Brandenburg State,54
777,2020-06-10,GM12,Mecklenburg-Western Pomerania State,34
778,2020-06-10,GM13,Free State of Saxony,79
779,2020-06-10,GM14,Sachsen-Anhalt State,44
780,2020-06-10,GM15,Free State of Thüringia,38
781,2020-06-10,GM16,Berlin State,60
782,2020-06-11,GM,Germany,1424
783,2020-06-11,GM01,Baden-Württemberg State,139
784,2020-06-11,GM02,Free State of Bavaria,218
785,2020-06-11,GM03,Free Hanseatic City of Bremen,13
786,2020-06-11,GM04,Free Hanseatic City of Hamburg,28
787,2020-06-11,GM05,Hesse State,104
788,2020-06-11,GM06,Lower Saxony State,132
789,2020-06-11,GM07,North Rhine-Westphalia State,346
790,2020-06-11,GM08,Rhineland-Palatinate State,81
791,2020-06-11,GM09,Saarland State,19
792,2020-06-11,GM10,Schleswig-Holstein State,34
793,2020-06-11,GM11,Brandenburg State,54
794,2020-06-11,GM12,Mecklenburg-Western Pomerania State,34
795,2020-06-11,GM13,Free State of Saxony,79
796,2020-06-11,GM14,Sachsen-Anhalt State,44
797,2020-06-11,GM15,Free State of Thüringia,38
798,2020-06-11,GM16,Berlin State,61
799,2020-06-12,GM,Germany,1418
800,2020-06-12,GM01,Baden-Württemberg State,139
801,2020-06-12,GM02,Free State of Bavaria,215
802,2020-06-12,GM03,Free Hanseatic City of Bremen,13
803,2020-06-12,GM04,Free Hanseatic City of Hamburg,28
804,2020-06-12,GM05,Hesse State,104
805,2020-06-12,GM06,Lower Saxony State,132
806,2020-06-12,GM07,North Rhine-Westphalia State,344
807,2020-06-12,GM08,Rhineland-Palatinate State,81
808,2020-06-12,GM09,Saarland State,19
809,2020-06-12,GM10,Schleswig-Holstein State,34
810,2020-06-12,GM11,Brandenburg State,54
811,2020-06-12,GM12,Mecklenburg-Western Pomerania State,33
812,2020-06-12,GM13,Free State of Saxony,79
813,2020-06-12,GM14,Sachsen-Anhalt State,44
814,2020-06-12,GM15,Free State of Thüringia,38
815,2020-06-12,GM16,Berlin State,61
816,2020-06-13,GM,Germany,1414
817,2020-06-13,GM01,Baden-Württemberg State,139
818,2020-06-13,GM02,Free State of Bavaria,215
819,2020-06-13,GM03,Free Hanseatic City of Bremen,13
820,2020-06-13,GM04,Free Hanseatic City of Hamburg,28
821,2020-06-13,GM05,Hesse State,103
822,2020-06-13,GM06,Lower Saxony State,131
823,2020-06-13,GM07,North Rhine-Westphalia State,342
824,2020-06-13,GM08,Rhineland-Palatinate State,81
825,2020-06-13,GM09,Saarland State,19
826,2020-06-13,GM10,Schleswig-Holstein State,34
827,2020-06-13,GM11,Brandenburg State,54
828,2020-06-13,GM12,Mecklenburg-Western Pomerania State,33
829,2020-06-13,GM13,Free State of Saxony,80
830,2020-06-13,GM14,Sachsen-Anhalt State,44
831,2020-06-13,GM15,Free State of Thüringia,38
832,2020-06-13,GM16,Berlin State,60
833,2020-06-14,GM,Germany,1408
834,2020-06-14,GM01,Baden-Württemberg State,139
835,2020-06-14,GM02,Free State of Bavaria,215
836,2020-06-14,GM03,Free Hanseatic City of Bremen,12
837,2020-06-14,GM04,Free Hanseatic City of Hamburg,27
838,2020-06-14,GM05,Hesse State,103
839,2020-06-14,GM06,Lower Saxony State,130
840,2020-06-14,GM07,North Rhine-Westphalia State,339
841,2020-06-14,GM08,Rhineland-Palatinate State,81
842,2020-06-14,GM09,Saarland State,19
843,2020-06-14,GM10,Schleswig-Holstein State,34
844,2020-06-14,GM11,Brandenburg State,54
845,2020-06-14,GM12,Mecklenburg-Western Pomerania State,33
846,2020-06-14,GM13,Free State of Saxony,80
847,2020-06-14,GM14,Sachsen-Anhalt State,44
848,2020-06-14,GM15,Free State of Thüringia,38
849,2020-06-14,GM16,Berlin State,60
850,2020-06-15,GM,Germany,1402
851,2020-06-15,GM01,Baden-Württemberg State,139
852,2020-06-15,GM02,Free State of Bavaria,211
853,2020-06-15,GM03,Free Hanseatic City of Bremen,12
854,2020-06-15,GM04,Free Hanseatic City of Hamburg,27
855,2020-06-15,GM05,Hesse State,103
856,2020-06-15,GM06,Lower Saxony State,131
857,2020-06-15,GM07,North Rhine-Westphalia State,337
858,2020-06-15,GM08,Rhineland-Palatinate State,81
859,2020-06-15,GM09,Saarland State,19
860,2020-06-15,GM10,Schleswig-Holstein State,33
861,2020-06-15,GM11,Brandenburg State,54
862,2020-06-15,GM12,Mecklenburg-Western Pomerania State,34
863,2020-06-15,GM13,Free State of Saxony,79
864,2020-06-15,GM14,Sachsen-Anhalt State,43
865,2020-06-15,GM15,Free State of Thüringia,38
866,2020-06-15,GM16,Berlin State,61
867,2020-06-16,GM,Germany,1427
868,2020-06-16,GM01,Baden-Württemberg State,139
869,2020-06-16,GM02,Free State of Bavaria,221
870,2020-06-16,GM03,Free Hanseatic City of Bremen,13
871,2020-06-16,GM04,Free Hanseatic City of Hamburg,28
872,2020-06-16,GM05,Hesse State,104
873,2020-06-16,GM06,Lower Saxony State,132
874,2020-06-16,GM07,North Rhine-Westphalia State,345
875,2020-06-16,GM08,Rhineland-Palatinate State,81
876,2020-06-16,GM09,Saarland State,19
877,2020-06-16,GM10,Schleswig-Holstein State,34
878,2020-06-16,GM11,Brandenburg State,54
879,2020-06-16,GM12,Mecklenburg-Western Pomerania State,34
880,2020-06-16,GM13,Free State of Saxony,80
881,2020-06-16,GM14,Sachsen-Anhalt State,44
882,2020-06-16,GM15,Free State of Thüringia,38
883,2020-06-16,GM16,Berlin State,61
884,2020-06-17,GM,Germany,1428
885,2020-06-17,GM01,Baden-Württemberg State,139
886,2020-06-17,GM02,Free State of Bavaria,220
887,2020-06-17,GM03,Free Hanseatic City of Bremen,13
888,2020-06-17,GM04,Free Hanseatic City of Hamburg,28
889,2020-06-17,GM05,Hesse State,103
890,2020-06-17,GM06,Lower Saxony State,132
891,2020-06-17,GM07,North Rhine-Westphalia State,348
892,2020-06-17,GM08,Rhineland-Palatinate State,81
893,2020-06-17,GM09,Saarland State,19
894,2020-06-17,GM10,Schleswig-Holstein State,34
895,2020-06-17,GM11,Brandenburg State,54
896,2020-06-17,GM12,Mecklenburg-Western Pomerania State,34
897,2020-06-17,GM13,Free State of Saxony,80
898,2020-06-17,GM14,Sachsen-Anhalt State,44
899,2020-06-17,GM15,Free State of Thüringia,38
900,2020-06-17,GM16,Berlin State,61
901,2020-06-18,GM,Germany,1423
902,2020-06-18,GM01,Baden-Württemberg State,140
903,2020-06-18,GM02,Free State of Bavaria,214
904,2020-06-18,GM03,Free Hanseatic City of Bremen,12
905,2020-06-18,GM04,Free Hanseatic City of Hamburg,28
906,2020-06-18,GM05,Hesse State,103
907,2020-06-18,GM06,Lower Saxony State,132
908,2020-06-18,GM07,North Rhine-Westphalia State,348
909,2020-06-18,GM08,Rhineland-Palatinate State,82
910,2020-06-18,GM09,Saarland State,19
911,2020-06-18,GM10,Schleswig-Holstein State,34
912,2020-06-18,GM11,Brandenburg State,54
913,2020-06-18,GM12,Mecklenburg-Western Pomerania State,34
914,2020-06-18,GM13,Free State of Saxony,80
915,2020-06-18,GM14,Sachsen-Anhalt State,44
916,2020-06-18,GM15,Free State of Thüringia,38
917,2020-06-18,GM16,Berlin State,61
918,2020-06-19,GM,Germany,1425
919,2020-06-19,GM01,Baden-Württemberg State,140
920,2020-06-19,GM02,Free State of Bavaria,215
921,2020-06-19,GM03,Free Hanseatic City of Bremen,13
922,2020-06-19,GM04,Free Hanseatic City of Hamburg,28
923,2020-06-19,GM05,Hesse State,103
924,2020-06-19,GM06,Lower Saxony State,132
925,2020-06-19,GM07,North Rhine-Westphalia State,348
926,2020-06-19,GM08,Rhineland-Palatinate State,82
927,2020-06-19,GM09,Saarland State,19
928,2020-06-19,GM10,Schleswig-Holstein State,34
929,2020-06-19,GM11,Brandenburg State,54
930,2020-06-19,GM12,Mecklenburg-Western Pomerania State,34
931,2020-06-19,GM13,Free State of Saxony,80
932,2020-06-19,GM14,Sachsen-Anhalt State,44
933,2020-06-19,GM15,Free State of Thüringia,38
934,2020-06-19,GM16,Berlin State,61
935,2020-06-20,GM,Germany,1426
936,2020-06-20,GM01,Baden-Württemberg State,141
937,2020-06-20,GM02,Free State of Bavaria,215
938,2020-06-20,GM03,Free Hanseatic City of Bremen,13
939,2020-06-20,GM04,Free Hanseatic City of Hamburg,28
940,2020-06-20,GM05,Hesse State,105
941,2020-06-20,GM06,Lower Saxony State,131
942,2020-06-20,GM07,North Rhine-Westphalia State,348
943,2020-06-20,GM08,Rhineland-Palatinate State,82
944,2020-06-20,GM09,Saarland State,19
945,2020-06-20,GM10,Schleswig-Holstein State,34
946,2020-06-20,GM11,Brandenburg State,54
947,2020-06-20,GM12,Mecklenburg-Western Pomerania State,34
948,2020-06-20,GM13,Free State of Saxony,80
949,2020-06-20,GM14,Sachsen-Anhalt State,44
950,2020-06-20,GM15,Free State of Thüringia,38
951,2020-06-20,GM16,Berlin State,60
952,2020-06-21,GM,Germany,1409
953,2020-06-21,GM01,Baden-Württemberg State,140
954,2020-06-21,GM02,Free State of Bavaria,212
955,2020-06-21,GM03,Free Hanseatic City of Bremen,13
956,2020-06-21,GM04,Free Hanseatic City of Hamburg,27
957,2020-06-21,GM05,Hesse State,105
958,2020-06-21,GM06,Lower Saxony State,131
959,2020-06-21,GM07,North Rhine-Westphalia State,342
960,2020-06-21,GM08,Rhineland-Palatinate State,81
961,2020-06-21,GM09,Saarland State,19
962,2020-06-21,GM10,Schleswig-Holstein State,33
963,2020-06-21,GM11,Brandenburg State,53
964,2020-06-21,GM12,Mecklenburg-Western Pomerania State,34
965,2020-06-21,GM13,Free State of Saxony,80
966,2020-06-21,GM14,Sachsen-Anhalt State,43
967,2020-06-21,GM15,Free State of Thüringia,38
968,2020-06-21,GM16,Berlin State,58
969,2020-06-22,GM,Germany,1409
970,2020-06-22,GM01,Baden-Württemberg State,139
971,2020-06-22,GM02,Free State of Bavaria,205
972,2020-06-22,GM03,Free Hanseatic City of Bremen,12
973,2020-06-22,GM04,Free Hanseatic City of Hamburg,28
974,2020-06-22,GM05,Hesse State,106
975,2020-06-22,GM06,Lower Saxony State,131
976,2020-06-22,GM07,North Rhine-Westphalia State,346
977,2020-06-22,GM08,Rhineland-Palatinate State,81
978,2020-06-22,GM09,Saarland State,19
979,2020-06-22,GM10,Schleswig-Holstein State,34
980,2020-06-22,GM11,Brandenburg State,53
981,2020-06-22,GM12,Mecklenburg-Western Pomerania State,34
982,2020-06-22,GM13,Free State of Saxony,78
983,2020-06-22,GM14,Sachsen-Anhalt State,44
984,2020-06-22,GM15,Free State of Thüringia,38
985,2020-06-22,GM16,Berlin State,61
986,2020-06-23,GM,Germany,1415
987,2020-06-23,GM01,Baden-Württemberg State,140
988,2020-06-23,GM02,Free State of Bavaria,210
989,2020-06-23,GM03,Free Hanseatic City of Bremen,11
990,2020-06-23,GM04,Free Hanseatic City of Hamburg,28
991,2020-06-23,GM05,Hesse State,106
992,2020-06-23,GM06,Lower Saxony State,131
993,2020-06-23,GM07,North Rhine-Westphalia State,346
994,2020-06-23,GM08,Rhineland-Palatinate State,81
995,2020-06-23,GM09,Saarland State,19
996,2020-06-23,GM10,Schleswig-Holstein State,34
997,2020-06-23,GM11,Brandenburg State,53
998,2020-06-23,GM12,Mecklenburg-Western Pomerania State,34
999,2020-06-23,GM13,Free State of Saxony,79
1000,2020-06-23,GM14,Sachsen-Anhalt State,44
1001,2020-06-23,GM15,Free State of Thüringia,38
1002,2020-06-23,GM16,Berlin State,61
1003,2020-06-24,GM,Germany,1418
1004,2020-06-24,GM01,Baden-Württemberg State,141
1005,2020-06-24,GM02,Free State of Bavaria,213
1006,2020-06-24,GM03,Free Hanseatic City of Bremen,11
1007,2020-06-24,GM04,Free Hanseatic City of Hamburg,28
1008,2020-06-24,GM05,Hesse State,106
1009,2020-06-24,GM06,Lower Saxony State,131
1010,2020-06-24,GM07,North Rhine-Westphalia State,345
1011,2020-06-24,GM08,Rhineland-Palatinate State,81
1012,2020-06-24,GM09,Saarland State,19
1013,2020-06-24,GM10,Schleswig-Holstein State,34
1014,2020-06-24,GM11,Brandenburg State,53
1015,2020-06-24,GM12,Mecklenburg-Western Pomerania State,34
1016,2020-06-24,GM13,Free State of Saxony,79
1017,2020-06-24,GM14,Sachsen-Anhalt State,44
1018,2020-06-24,GM15,Free State of Thüringia,38
1019,2020-06-24,GM16,Berlin State,61
1020,2020-06-25,GM,Germany,1433
1021,2020-06-25,GM01,Baden-Württemberg State,143
1022,2020-06-25,GM02,Free State of Bavaria,219
1023,2020-06-25,GM03,Free Hanseatic City of Bremen,12
1024,2020-06-25,GM04,Free Hanseatic City of Hamburg,27
1025,2020-06-25,GM05,Hesse State,106
1026,2020-06-25,GM06,Lower Saxony State,132
1027,2020-06-25,GM07,North Rhine-Westphalia State,350
1028,2020-06-25,GM08,Rhineland-Palatinate State,82
1029,2020-06-25,GM09,Saarland State,19
1030,2020-06-25,GM10,Schleswig-Holstein State,34
1031,2020-06-25,GM11,Brandenburg State,54
1032,2020-06-25,GM12,Mecklenburg-Western Pomerania State,34
1033,2020-06-25,GM13,Free State of Saxony,78
1034,2020-06-25,GM14,Sachsen-Anhalt State,44
1035,2020-06-25,GM15,Free State of Thüringia,38
1036,2020-06-25,GM16,Berlin State,61
1037,2020-06-26,GM,Germany,1432
1038,2020-06-26,GM01,Baden-Württemberg State,143
1039,2020-06-26,GM02,Free State of Bavaria,219
1040,2020-06-26,GM03,Free Hanseatic City of Bremen,12
1041,2020-06-26,GM04,Free Hanseatic City of Hamburg,27
1042,2020-06-26,GM05,Hesse State,106
1043,2020-06-26,GM06,Lower Saxony State,130
1044,2020-06-26,GM07,North Rhine-Westphalia State,349
1045,2020-06-26,GM08,Rhineland-Palatinate State,82
1046,2020-06-26,GM09,Saarland State,19
1047,2020-06-26,GM10,Schleswig-Holstein State,34
1048,2020-06-26,GM11,Brandenburg State,54
1049,2020-06-26,GM12,Mecklenburg-Western Pomerania State,34
1050,2020-06-26,GM13,Free State of Saxony,79
1051,2020-06-26,GM14,Sachsen-Anhalt State,44
1052,2020-06-26,GM15,Free State of Thüringia,39
1053,2020-06-26,GM16,Berlin State,61
1054,2020-06-27,GM,Germany,1431
1055,2020-06-27,GM01,Baden-Württemberg State,143
1056,2020-06-27,GM02,Free State of Bavaria,217
1057,2020-06-27,GM03,Free Hanseatic City of Bremen,12
1058,2020-06-27,GM04,Free Hanseatic City of Hamburg,27
1059,2020-06-27,GM05,Hesse State,106
1060,2020-06-27,GM06,Lower Saxony State,132
1061,2020-06-27,GM07,North Rhine-Westphalia State,348
1062,2020-06-27,GM08,Rhineland-Palatinate State,82
1063,2020-06-27,GM09,Saarland State,19
1064,2020-06-27,GM10,Schleswig-Holstein State,34
1065,2020-06-27,GM11,Brandenburg State,54
1066,2020-06-27,GM12,Mecklenburg-Western Pomerania State,34
1067,2020-06-27,GM13,Free State of Saxony,79
1068,2020-06-27,GM14,Sachsen-Anhalt State,44
1069,2020-06-27,GM15,Free State of Thüringia,39
1070,2020-06-27,GM16,Berlin State,61
1071,2020-06-28,GM,Germany,1425
1072,2020-06-28,GM01,Baden-Württemberg State,143
1073,2020-06-28,GM02,Free State of Bavaria,215
1074,2020-06-28,GM03,Free Hanseatic City of Bremen,12
1075,2020-06-28,GM04,Free Hanseatic City of Hamburg,27
1076,2020-06-28,GM05,Hesse State,105
1077,2020-06-28,GM06,Lower Saxony State,132
1078,2020-06-28,GM07,North Rhine-Westphalia State,347
1079,2020-06-28,GM08,Rhineland-Palatinate State,82
1080,2020-06-28,GM09,Saarland State,19
1081,2020-06-28,GM10,Schleswig-Holstein State,34
1082,2020-06-28,GM11,Brandenburg State,54
1083,2020-06-28,GM12,Mecklenburg-Western Pomerania State,34
1084,2020-06-28,GM13,Free State of Saxony,78
1085,2020-06-28,GM14,Sachsen-Anhalt State,44
1086,2020-06-28,GM15,Free State of Thüringia,39
1087,2020-06-28,GM16,Berlin State,60
1088,2020-06-29,GM,Germany,1421
1089,2020-06-29,GM01,Baden-Württemberg State,143
1090,2020-06-29,GM02,Free State of Bavaria,208
1091,2020-06-29,GM03,Free Hanseatic City of Bremen,12
1092,2020-06-29,GM04,Free Hanseatic City of Hamburg,28
