,date,location,location_name,value
500,2020-05-25,GM07,North Rhine-Westphalia State,4337.0
501,2020-05-25,GM08,Rhineland-Palatinate State,733.0
502,2020-05-25,GM09,Saarland State,348.0
503,2020-05-25,GM10,Schleswig-Holstein State,588.0
504,2020-05-25,GM11,Brandenburg State,586.0
505,2020-05-25,GM12,Mecklenburg-Western Pomerania State,548.0
506,2020-05-25,GM13,Free State of Saxony,1082.0
507,2020-05-25,GM14,Sachsen-Anhalt State,643.0
508,2020-05-25,GM15,Free State of Thüringia,575.0
509,2020-05-25,GM16,Berlin State,1061.0
510,2020-05-26,GM,Germany,20224.0
511,2020-05-26,GM01,Baden-Württemberg State,2186.0
512,2020-05-26,GM02,Free State of Bavaria,3045.0
513,2020-05-26,GM03,Free Hanseatic City of Bremen,123.0
514,2020-05-26,GM04,Free Hanseatic City of Hamburg,568.0
515,2020-05-26,GM05,Hesse State,1717.0
516,2020-05-26,GM06,Lower Saxony State,1604.0
517,2020-05-26,GM07,North Rhine-Westphalia State,4598.0
518,2020-05-26,GM08,Rhineland-Palatinate State,773.0
519,2020-05-26,GM09,Saarland State,358.0
520,2020-05-26,GM10,Schleswig-Holstein State,593.0
521,2020-05-26,GM11,Brandenburg State,602.0
522,2020-05-26,GM12,Mecklenburg-Western Pomerania State,589.0
523,2020-05-26,GM13,Free State of Saxony,1123.0
524,2020-05-26,GM14,Sachsen-Anhalt State,677.0
525,2020-05-26,GM15,Free State of Thüringia,605.0
526,2020-05-26,GM16,Berlin State,1063.0
527,2020-05-27,GM,Germany,20633.0
528,2020-05-27,GM01,Baden-Württemberg State,2195.0
529,2020-05-27,GM02,Free State of Bavaria,3117.0
530,2020-05-27,GM03,Free Hanseatic City of Bremen,159.0
531,2020-05-27,GM04,Free Hanseatic City of Hamburg,581.0
532,2020-05-27,GM05,Hesse State,1718.0
533,2020-05-27,GM06,Lower Saxony State,1647.0
534,2020-05-27,GM07,North Rhine-Westphalia State,4737.0
535,2020-05-27,GM08,Rhineland-Palatinate State,781.0
536,2020-05-27,GM09,Saarland State,379.0
537,2020-05-27,GM10,Schleswig-Holstein State,610.0
538,2020-05-27,GM11,Brandenburg State,611.0
539,2020-05-27,GM12,Mecklenburg-Western Pomerania State,599.0
540,2020-05-27,GM13,Free State of Saxony,1129.0
541,2020-05-27,GM14,Sachsen-Anhalt State,685.0
542,2020-05-27,GM15,Free State of Thüringia,599.0
543,2020-05-27,GM16,Berlin State,1086.0
544,2020-05-28,GM,Germany,20771.0
545,2020-05-28,GM01,Baden-Württemberg State,2218.0
546,2020-05-28,GM02,Free State of Bavaria,3073.0
547,2020-05-28,GM03,Free Hanseatic City of Bremen,159.0
548,2020-05-28,GM04,Free Hanseatic City of Hamburg,588.0
549,2020-05-28,GM05,Hesse State,1746.0
550,2020-05-28,GM06,Lower Saxony State,1631.0
551,2020-05-28,GM07,North Rhine-Westphalia State,4806.0
552,2020-05-28,GM08,Rhineland-Palatinate State,793.0
553,2020-05-28,GM09,Saarland State,373.0
554,2020-05-28,GM10,Schleswig-Holstein State,601.0
555,2020-05-28,GM11,Brandenburg State,614.0
556,2020-05-28,GM12,Mecklenburg-Western Pomerania State,605.0
557,2020-05-28,GM13,Free State of Saxony,1195.0
558,2020-05-28,GM14,Sachsen-Anhalt State,687.0
559,2020-05-28,GM15,Free State of Thüringia,606.0
560,2020-05-28,GM16,Berlin State,1076.0
561,2020-05-29,GM,Germany,20662.0
562,2020-05-29,GM01,Baden-Württemberg State,2218.0
563,2020-05-29,GM02,Free State of Bavaria,3052.0
564,2020-05-29,GM03,Free Hanseatic City of Bremen,155.0
565,2020-05-29,GM04,Free Hanseatic City of Hamburg,592.0
566,2020-05-29,GM05,Hesse State,1720.0
567,2020-05-29,GM06,Lower Saxony State,1657.0
568,2020-05-29,GM07,North Rhine-Westphalia State,4727.0
569,2020-05-29,GM08,Rhineland-Palatinate State,772.0
570,2020-05-29,GM09,Saarland State,376.0
571,2020-05-29,GM10,Schleswig-Holstein State,595.0
572,2020-05-29,GM11,Brandenburg State,615.0
573,2020-05-29,GM12,Mecklenburg-Western Pomerania State,603.0
574,2020-05-29,GM13,Free State of Saxony,1183.0
575,2020-05-29,GM14,Sachsen-Anhalt State,696.0
576,2020-05-29,GM15,Free State of Thüringia,604.0
577,2020-05-29,GM16,Berlin State,1097.0
578,2020-05-30,GM,Germany,20553.0
579,2020-05-30,GM01,Baden-Württemberg State,2221.0
580,2020-05-30,GM02,Free State of Bavaria,3034.0
581,2020-05-30,GM03,Free Hanseatic City of Bremen,150.0
582,2020-05-30,GM04,Free Hanseatic City of Hamburg,599.0
583,2020-05-30,GM05,Hesse State,1737.0
584,2020-05-30,GM06,Lower Saxony State,1643.0
585,2020-05-30,GM07,North Rhine-Westphalia State,4751.0
586,2020-05-30,GM08,Rhineland-Palatinate State,794.0
587,2020-05-30,GM09,Saarland State,381.0
588,2020-05-30,GM10,Schleswig-Holstein State,577.0
589,2020-05-30,GM11,Brandenburg State,581.0
590,2020-05-30,GM12,Mecklenburg-Western Pomerania State,557.0
591,2020-05-30,GM13,Free State of Saxony,1165.0
592,2020-05-30,GM14,Sachsen-Anhalt State,675.0
593,2020-05-30,GM15,Free State of Thüringia,598.0
594,2020-05-30,GM16,Berlin State,1090.0
595,2020-05-31,GM,Germany,19840.0
596,2020-05-31,GM01,Baden-Württemberg State,2147.0
597,2020-05-31,GM02,Free State of Bavaria,2960.0
598,2020-05-31,GM03,Free Hanseatic City of Bremen,119.0
599,2020-05-31,GM04,Free Hanseatic City of Hamburg,547.0
600,2020-05-31,GM05,Hesse State,1626.0
601,2020-05-31,GM06,Lower Saxony State,1611.0
602,2020-05-31,GM07,North Rhine-Westphalia State,4574.0
603,2020-05-31,GM08,Rhineland-Palatinate State,770.0
604,2020-05-31,GM09,Saarland State,365.0
605,2020-05-31,GM10,Schleswig-Holstein State,579.0
606,2020-05-31,GM11,Brandenburg State,552.0
607,2020-05-31,GM12,Mecklenburg-Western Pomerania State,557.0
608,2020-05-31,GM13,Free State of Saxony,1082.0
609,2020-05-31,GM14,Sachsen-Anhalt State,676.0
610,2020-05-31,GM15,Free State of Thüringia,587.0
611,2020-05-31,GM16,Berlin State,1088.0
612,2020-06-01,GM,Germany,19316.0
613,2020-06-01,GM01,Baden-Württemberg State,2130.0
614,2020-06-01,GM02,Free State of Bavaria,2870.0
615,2020-06-01,GM03,Free Hanseatic City of Bremen,118.0
616,2020-06-01,GM04,Free Hanseatic City of Hamburg,562.0
617,2020-06-01,GM05,Hesse State,1619.0
618,2020-06-01,GM06,Lower Saxony State,1566.0
619,2020-06-01,GM07,North Rhine-Westphalia State,4322.0
620,2020-06-01,GM08,Rhineland-Palatinate State,772.0
621,2020-06-01,GM09,Saarland State,371.0
622,2020-06-01,GM10,Schleswig-Holstein State,553.0
623,2020-06-01,GM11,Brandenburg State,544.0
624,2020-06-01,GM12,Mecklenburg-Western Pomerania State,560.0
625,2020-06-01,GM13,Free State of Saxony,1067.0
626,2020-06-01,GM14,Sachsen-Anhalt State,644.0
627,2020-06-01,GM15,Free State of Thüringia,564.0
628,2020-06-01,GM16,Berlin State,1054.0
629,2020-06-02,GM,Germany,19632.0
630,2020-06-02,GM01,Baden-Württemberg State,2163.0
631,2020-06-02,GM02,Free State of Bavaria,2905.0
632,2020-06-02,GM03,Free Hanseatic City of Bremen,115.0
633,2020-06-02,GM04,Free Hanseatic City of Hamburg,540.0
634,2020-06-02,GM05,Hesse State,1666.0
635,2020-06-02,GM06,Lower Saxony State,1590.0
636,2020-06-02,GM07,North Rhine-Westphalia State,4536.0
637,2020-06-02,GM08,Rhineland-Palatinate State,731.0
638,2020-06-02,GM09,Saarland State,373.0
639,2020-06-02,GM10,Schleswig-Holstein State,565.0
640,2020-06-02,GM11,Brandenburg State,537.0
641,2020-06-02,GM12,Mecklenburg-Western Pomerania State,569.0
642,2020-06-02,GM13,Free State of Saxony,1086.0
643,2020-06-02,GM14,Sachsen-Anhalt State,643.0
644,2020-06-02,GM15,Free State of Thüringia,559.0
645,2020-06-02,GM16,Berlin State,1054.0
646,2020-06-03,GM,Germany,20517.0
647,2020-06-03,GM01,Baden-Württemberg State,2203.0
648,2020-06-03,GM02,Free State of Bavaria,3048.0
649,2020-06-03,GM03,Free Hanseatic City of Bremen,112.0
650,2020-06-03,GM04,Free Hanseatic City of Hamburg,564.0
651,2020-06-03,GM05,Hesse State,1721.0
652,2020-06-03,GM06,Lower Saxony State,1656.0
653,2020-06-03,GM07,North Rhine-Westphalia State,4734.0
654,2020-06-03,GM08,Rhineland-Palatinate State,768.0
655,2020-06-03,GM09,Saarland State,375.0
656,2020-06-03,GM10,Schleswig-Holstein State,605.0
657,2020-06-03,GM11,Brandenburg State,567.0
658,2020-06-03,GM12,Mecklenburg-Western Pomerania State,622.0
659,2020-06-03,GM13,Free State of Saxony,1132.0
660,2020-06-03,GM14,Sachsen-Anhalt State,692.0
661,2020-06-03,GM15,Free State of Thüringia,609.0
662,2020-06-03,GM16,Berlin State,1109.0
663,2020-06-04,GM,Germany,20953.0
664,2020-06-04,GM01,Baden-Württemberg State,2204.0
665,2020-06-04,GM02,Free State of Bavaria,3092.0
666,2020-06-04,GM03,Free Hanseatic City of Bremen,114.0
667,2020-06-04,GM04,Free Hanseatic City of Hamburg,586.0
668,2020-06-04,GM05,Hesse State,1752.0
669,2020-06-04,GM06,Lower Saxony State,1696.0
670,2020-06-04,GM07,North Rhine-Westphalia State,4833.0
671,2020-06-04,GM08,Rhineland-Palatinate State,799.0
672,2020-06-04,GM09,Saarland State,394.0
673,2020-06-04,GM10,Schleswig-Holstein State,616.0
674,2020-06-04,GM11,Brandenburg State,618.0
675,2020-06-04,GM12,Mecklenburg-Western Pomerania State,621.0
676,2020-06-04,GM13,Free State of Saxony,1188.0
677,2020-06-04,GM14,Sachsen-Anhalt State,701.0
678,2020-06-04,GM15,Free State of Thüringia,619.0
679,2020-06-04,GM16,Berlin State,1120.0
680,2020-06-05,GM,Germany,21038.0
681,2020-06-05,GM01,Baden-Württemberg State,2223.0
682,2020-06-05,GM02,Free State of Bavaria,3075.0
683,2020-06-05,GM03,Free Hanseatic City of Bremen,120.0
684,2020-06-05,GM04,Free Hanseatic City of Hamburg,580.0
685,2020-06-05,GM05,Hesse State,1777.0
686,2020-06-05,GM06,Lower Saxony State,1669.0
687,2020-06-05,GM07,North Rhine-Westphalia State,4823.0
688,2020-06-05,GM08,Rhineland-Palatinate State,795.0
689,2020-06-05,GM09,Saarland State,404.0
690,2020-06-05,GM10,Schleswig-Holstein State,628.0
691,2020-06-05,GM11,Brandenburg State,615.0
692,2020-06-05,GM12,Mecklenburg-Western Pomerania State,641.0
693,2020-06-05,GM13,Free State of Saxony,1209.0
694,2020-06-05,GM14,Sachsen-Anhalt State,738.0
695,2020-06-05,GM15,Free State of Thüringia,638.0
696,2020-06-05,GM16,Berlin State,1103.0
697,2020-06-06,GM,Germany,20677.0
698,2020-06-06,GM01,Baden-Württemberg State,2193.0
699,2020-06-06,GM02,Free State of Bavaria,3074.0
700,2020-06-06,GM03,Free Hanseatic City of Bremen,105.0
701,2020-06-06,GM04,Free Hanseatic City of Hamburg,556.0
702,2020-06-06,GM05,Hesse State,1743.0
703,2020-06-06,GM06,Lower Saxony State,1679.0
704,2020-06-06,GM07,North Rhine-Westphalia State,4801.0
705,2020-06-06,GM08,Rhineland-Palatinate State,781.0
706,2020-06-06,GM09,Saarland State,383.0
707,2020-06-06,GM10,Schleswig-Holstein State,598.0
708,2020-06-06,GM11,Brandenburg State,594.0
709,2020-06-06,GM12,Mecklenburg-Western Pomerania State,610.0
710,2020-06-06,GM13,Free State of Saxony,1169.0
711,2020-06-06,GM14,Sachsen-Anhalt State,680.0
712,2020-06-06,GM15,Free State of Thüringia,622.0
713,2020-06-06,GM16,Berlin State,1089.0
714,2020-06-07,GM,Germany,19977.0
715,2020-06-07,GM01,Baden-Württemberg State,2089.0
716,2020-06-07,GM02,Free State of Bavaria,2948.0
717,2020-06-07,GM03,Free Hanseatic City of Bremen,108.0
718,2020-06-07,GM04,Free Hanseatic City of Hamburg,524.0
719,2020-06-07,GM05,Hesse State,1698.0
720,2020-06-07,GM06,Lower Saxony State,1627.0
721,2020-06-07,GM07,North Rhine-Westphalia State,4648.0
722,2020-06-07,GM08,Rhineland-Palatinate State,755.0
723,2020-06-07,GM09,Saarland State,387.0
724,2020-06-07,GM10,Schleswig-Holstein State,578.0
725,2020-06-07,GM11,Brandenburg State,599.0
726,2020-06-07,GM12,Mecklenburg-Western Pomerania State,594.0
727,2020-06-07,GM13,Free State of Saxony,1113.0
728,2020-06-07,GM14,Sachsen-Anhalt State,665.0
729,2020-06-07,GM15,Free State of Thüringia,596.0
730,2020-06-07,GM16,Berlin State,1048.0
731,2020-06-08,GM,Germany,19518.0
732,2020-06-08,GM01,Baden-Württemberg State,2071.0
733,2020-06-08,GM02,Free State of Bavaria,2839.0
734,2020-06-08,GM03,Free Hanseatic City of Bremen,104.0
735,2020-06-08,GM04,Free Hanseatic City of Hamburg,549.0
736,2020-06-08,GM05,Hesse State,1729.0
737,2020-06-08,GM06,Lower Saxony State,1558.0
738,2020-06-08,GM07,North Rhine-Westphalia State,4525.0
739,2020-06-08,GM08,Rhineland-Palatinate State,735.0
740,2020-06-08,GM09,Saarland State,369.0
741,2020-06-08,GM10,Schleswig-Holstein State,566.0
742,2020-06-08,GM11,Brandenburg State,596.0
743,2020-06-08,GM12,Mecklenburg-Western Pomerania State,580.0
744,2020-06-08,GM13,Free State of Saxony,1061.0
745,2020-06-08,GM14,Sachsen-Anhalt State,648.0
746,2020-06-08,GM15,Free State of Thüringia,555.0
747,2020-06-08,GM16,Berlin State,1033.0
748,2020-06-09,GM,Germany,20620.0
749,2020-06-09,GM01,Baden-Württemberg State,2123.0
750,2020-06-09,GM02,Free State of Bavaria,3002.0
751,2020-06-09,GM03,Free Hanseatic City of Bremen,156.0
752,2020-06-09,GM04,Free Hanseatic City of Hamburg,587.0
753,2020-06-09,GM05,Hesse State,1780.0
754,2020-06-09,GM06,Lower Saxony State,1624.0
755,2020-06-09,GM07,North Rhine-Westphalia State,4763.0
756,2020-06-09,GM08,Rhineland-Palatinate State,766.0
757,2020-06-09,GM09,Saarland State,396.0
758,2020-06-09,GM10,Schleswig-Holstein State,586.0
759,2020-06-09,GM11,Brandenburg State,628.0
760,2020-06-09,GM12,Mecklenburg-Western Pomerania State,620.0
761,2020-06-09,GM13,Free State of Saxony,1168.0
762,2020-06-09,GM14,Sachsen-Anhalt State,698.0
763,2020-06-09,GM15,Free State of Thüringia,620.0
764,2020-06-09,GM16,Berlin State,1103.0
765,2020-06-10,GM,Germany,20785.0
766,2020-06-10,GM01,Baden-Württemberg State,2082.0
767,2020-06-10,GM02,Free State of Bavaria,3041.0
768,2020-06-10,GM03,Free Hanseatic City of Bremen,151.0
769,2020-06-10,GM04,Free Hanseatic City of Hamburg,603.0
770,2020-06-10,GM05,Hesse State,1788.0
771,2020-06-10,GM06,Lower Saxony State,1695.0
772,2020-06-10,GM07,North Rhine-Westphalia State,4799.0
773,2020-06-10,GM08,Rhineland-Palatinate State,780.0
774,2020-06-10,GM09,Saarland State,398.0
775,2020-06-10,GM10,Schleswig-Holstein State,571.0
776,2020-06-10,GM11,Brandenburg State,636.0
777,2020-06-10,GM12,Mecklenburg-Western Pomerania State,631.0
778,2020-06-10,GM13,Free State of Saxony,1198.0
779,2020-06-10,GM14,Sachsen-Anhalt State,693.0
780,2020-06-10,GM15,Free State of Thüringia,617.0
781,2020-06-10,GM16,Berlin State,1102.0
782,2020-06-11,GM,Germany,20708.0
783,2020-06-11,GM01,Baden-Württemberg State,2103.0
784,2020-06-11,GM02,Free State of Bavaria,3030.0
785,2020-06-11,GM03,Free Hanseatic City of Bremen,147.0
786,2020-06-11,GM04,Free Hanseatic City of Hamburg,578.0
787,2020-06-11,GM05,Hesse State,1782.0
788,2020-06-11,GM06,Lower Saxony State,1710.0
789,2020-06-11,GM07,North Rhine-Westphalia State,4784.0
790,2020-06-11,GM08,Rhineland-Palatinate State,741.0
791,2020-06-11,GM09,Saarland State,376.0
792,2020-06-11,GM10,Schleswig-Holstein State,573.0
793,2020-06-11,GM11,Brandenburg State,668.0
794,2020-06-11,GM12,Mecklenburg-Western Pomerania State,635.0
795,2020-06-11,GM13,Free State of Saxony,1171.0
796,2020-06-11,GM14,Sachsen-Anhalt State,694.0
797,2020-06-11,GM15,Free State of Thüringia,606.0
798,2020-06-11,GM16,Berlin State,1110.0
799,2020-06-12,GM,Germany,20296.0
800,2020-06-12,GM01,Baden-Württemberg State,2077.0
801,2020-06-12,GM02,Free State of Bavaria,2894.0
802,2020-06-12,GM03,Free Hanseatic City of Bremen,151.0
803,2020-06-12,GM04,Free Hanseatic City of Hamburg,592.0
804,2020-06-12,GM05,Hesse State,1728.0
805,2020-06-12,GM06,Lower Saxony State,1711.0
806,2020-06-12,GM07,North Rhine-Westphalia State,4611.0
807,2020-06-12,GM08,Rhineland-Palatinate State,731.0
808,2020-06-12,GM09,Saarland State,356.0
809,2020-06-12,GM10,Schleswig-Holstein State,574.0
810,2020-06-12,GM11,Brandenburg State,667.0
811,2020-06-12,GM12,Mecklenburg-Western Pomerania State,614.0
812,2020-06-12,GM13,Free State of Saxony,1176.0
813,2020-06-12,GM14,Sachsen-Anhalt State,700.0
814,2020-06-12,GM15,Free State of Thüringia,627.0
815,2020-06-12,GM16,Berlin State,1087.0
816,2020-06-13,GM,Germany,20065.0
817,2020-06-13,GM01,Baden-Württemberg State,2033.0
818,2020-06-13,GM02,Free State of Bavaria,2898.0
819,2020-06-13,GM03,Free Hanseatic City of Bremen,144.0
820,2020-06-13,GM04,Free Hanseatic City of Hamburg,596.0
821,2020-06-13,GM05,Hesse State,1663.0
822,2020-06-13,GM06,Lower Saxony State,1642.0
823,2020-06-13,GM07,North Rhine-Westphalia State,4601.0
824,2020-06-13,GM08,Rhineland-Palatinate State,742.0
825,2020-06-13,GM09,Saarland State,363.0
826,2020-06-13,GM10,Schleswig-Holstein State,586.0
827,2020-06-13,GM11,Brandenburg State,641.0
828,2020-06-13,GM12,Mecklenburg-Western Pomerania State,612.0
829,2020-06-13,GM13,Free State of Saxony,1182.0
830,2020-06-13,GM14,Sachsen-Anhalt State,678.0
831,2020-06-13,GM15,Free State of Thüringia,618.0
832,2020-06-13,GM16,Berlin State,1066.0
833,2020-06-14,GM,Germany,19665.0
834,2020-06-14,GM01,Baden-Württemberg State,2046.0
835,2020-06-14,GM02,Free State of Bavaria,2863.0
836,2020-06-14,GM03,Free Hanseatic City of Bremen,96.0
837,2020-06-14,GM04,Free Hanseatic City of Hamburg,574.0
838,2020-06-14,GM05,Hesse State,1638.0
839,2020-06-14,GM06,Lower Saxony State,1587.0
840,2020-06-14,GM07,North Rhine-Westphalia State,4538.0
841,2020-06-14,GM08,Rhineland-Palatinate State,739.0
842,2020-06-14,GM09,Saarland State,372.0
843,2020-06-14,GM10,Schleswig-Holstein State,562.0
844,2020-06-14,GM11,Brandenburg State,646.0
845,2020-06-14,GM12,Mecklenburg-Western Pomerania State,594.0
846,2020-06-14,GM13,Free State of Saxony,1133.0
847,2020-06-14,GM14,Sachsen-Anhalt State,668.0
848,2020-06-14,GM15,Free State of Thüringia,584.0
849,2020-06-14,GM16,Berlin State,1025.0
850,2020-06-15,GM,Germany,19500.0
851,2020-06-15,GM01,Baden-Württemberg State,2041.0
852,2020-06-15,GM02,Free State of Bavaria,2762.0
853,2020-06-15,GM03,Free Hanseatic City of Bremen,107.0
854,2020-06-15,GM04,Free Hanseatic City of Hamburg,553.0
855,2020-06-15,GM05,Hesse State,1654.0
856,2020-06-15,GM06,Lower Saxony State,1598.0
857,2020-06-15,GM07,North Rhine-Westphalia State,4519.0
858,2020-06-15,GM08,Rhineland-Palatinate State,739.0
859,2020-06-15,GM09,Saarland State,363.0
860,2020-06-15,GM10,Schleswig-Holstein State,576.0
861,2020-06-15,GM11,Brandenburg State,654.0
862,2020-06-15,GM12,Mecklenburg-Western Pomerania State,594.0
863,2020-06-15,GM13,Free State of Saxony,1080.0
864,2020-06-15,GM14,Sachsen-Anhalt State,635.0
865,2020-06-15,GM15,Free State of Thüringia,595.0
866,2020-06-15,GM16,Berlin State,1030.0
867,2020-06-16,GM,Germany,20409.0
868,2020-06-16,GM01,Baden-Württemberg State,2116.0
869,2020-06-16,GM02,Free State of Bavaria,2986.0
870,2020-06-16,GM03,Free Hanseatic City of Bremen,140.0
871,2020-06-16,GM04,Free Hanseatic City of Hamburg,557.0
872,2020-06-16,GM05,Hesse State,1702.0
873,2020-06-16,GM06,Lower Saxony State,1658.0
874,2020-06-16,GM07,North Rhine-Westphalia State,4682.0
875,2020-06-16,GM08,Rhineland-Palatinate State,796.0
876,2020-06-16,GM09,Saarland State,381.0
877,2020-06-16,GM10,Schleswig-Holstein State,594.0
878,2020-06-16,GM11,Brandenburg State,658.0
879,2020-06-16,GM12,Mecklenburg-Western Pomerania State,620.0
880,2020-06-16,GM13,Free State of Saxony,1176.0
881,2020-06-16,GM14,Sachsen-Anhalt State,667.0
882,2020-06-16,GM15,Free State of Thüringia,611.0
883,2020-06-16,GM16,Berlin State,1065.0
884,2020-06-17,GM,Germany,20713.0
885,2020-06-17,GM01,Baden-Württemberg State,2154.0
886,2020-06-17,GM02,Free State of Bavaria,3090.0
887,2020-06-17,GM03,Free Hanseatic City of Bremen,135.0
888,2020-06-17,GM04,Free Hanseatic City of Hamburg,587.0
889,2020-06-17,GM05,Hesse State,1722.0
890,2020-06-17,GM06,Lower Saxony State,1674.0
891,2020-06-17,GM07,North Rhine-Westphalia State,4709.0
892,2020-06-17,GM08,Rhineland-Palatinate State,805.0
893,2020-06-17,GM09,Saarland State,406.0
894,2020-06-17,GM10,Schleswig-Holstein State,600.0
895,2020-06-17,GM11,Brandenburg State,651.0
896,2020-06-17,GM12,Mecklenburg-Western Pomerania State,644.0
897,2020-06-17,GM13,Free State of Saxony,1158.0
898,2020-06-17,GM14,Sachsen-Anhalt State,644.0
899,2020-06-17,GM15,Free State of Thüringia,634.0
900,2020-06-17,GM16,Berlin State,1100.0
901,2020-06-18,GM,Germany,20705.0
902,2020-06-18,GM01,Baden-Württemberg State,2168.0
903,2020-06-18,GM02,Free State of Bavaria,3090.0
904,2020-06-18,GM03,Free Hanseatic City of Bremen,102.0
905,2020-06-18,GM04,Free Hanseatic City of Hamburg,562.0
906,2020-06-18,GM05,Hesse State,1715.0
907,2020-06-18,GM06,Lower Saxony State,1672.0
908,2020-06-18,GM07,North Rhine-Westphalia State,4697.0
909,2020-06-18,GM08,Rhineland-Palatinate State,867.0
910,2020-06-18,GM09,Saarland State,404.0
911,2020-06-18,GM10,Schleswig-Holstein State,594.0
912,2020-06-18,GM11,Brandenburg State,657.0
913,2020-06-18,GM12,Mecklenburg-Western Pomerania State,642.0
914,2020-06-18,GM13,Free State of Saxony,1181.0
915,2020-06-18,GM14,Sachsen-Anhalt State,643.0
916,2020-06-18,GM15,Free State of Thüringia,638.0
917,2020-06-18,GM16,Berlin State,1073.0
918,2020-06-19,GM,Germany,20239.0
919,2020-06-19,GM01,Baden-Württemberg State,2098.0
920,2020-06-19,GM02,Free State of Bavaria,2976.0
921,2020-06-19,GM03,Free Hanseatic City of Bremen,123.0
922,2020-06-19,GM04,Free Hanseatic City of Hamburg,575.0
923,2020-06-19,GM05,Hesse State,1603.0
924,2020-06-19,GM06,Lower Saxony State,1623.0
925,2020-06-19,GM07,North Rhine-Westphalia State,4625.0
926,2020-06-19,GM08,Rhineland-Palatinate State,876.0
927,2020-06-19,GM09,Saarland State,406.0
928,2020-06-19,GM10,Schleswig-Holstein State,557.0
929,2020-06-19,GM11,Brandenburg State,670.0
930,2020-06-19,GM12,Mecklenburg-Western Pomerania State,651.0
931,2020-06-19,GM13,Free State of Saxony,1159.0
932,2020-06-19,GM14,Sachsen-Anhalt State,650.0
933,2020-06-19,GM15,Free State of Thüringia,593.0
934,2020-06-19,GM16,Berlin State,1054.0
935,2020-06-20,GM,Germany,19102.0
936,2020-06-20,GM01,Baden-Württemberg State,2039.0
937,2020-06-20,GM02,Free State of Bavaria,2878.0
938,2020-06-20,GM03,Free Hanseatic City of Bremen,125.0
939,2020-06-20,GM04,Free Hanseatic City of Hamburg,533.0
940,2020-06-20,GM05,Hesse State,1513.0
941,2020-06-20,GM06,Lower Saxony State,1507.0
942,2020-06-20,GM07,North Rhine-Westphalia State,4428.0
943,2020-06-20,GM08,Rhineland-Palatinate State,832.0
944,2020-06-20,GM09,Saarland State,375.0
945,2020-06-20,GM10,Schleswig-Holstein State,541.0
946,2020-06-20,GM11,Brandenburg State,634.0
947,2020-06-20,GM12,Mecklenburg-Western Pomerania State,600.0
948,2020-06-20,GM13,Free State of Saxony,1044.0
949,2020-06-20,GM14,Sachsen-Anhalt State,550.0
950,2020-06-20,GM15,Free State of Thüringia,528.0
951,2020-06-20,GM16,Berlin State,975.0
952,2020-06-21,GM,Germany,17906.0
953,2020-06-21,GM01,Baden-Württemberg State,1933.0
954,2020-06-21,GM02,Free State of Bavaria,2684.0
955,2020-06-21,GM03,Free Hanseatic City of Bremen,121.0
956,2020-06-21,GM04,Free Hanseatic City of Hamburg,504.0
957,2020-06-21,GM05,Hesse State,1494.0
958,2020-06-21,GM06,Lower Saxony State,1411.0
959,2020-06-21,GM07,North Rhine-Westphalia State,4263.0
960,2020-06-21,GM08,Rhineland-Palatinate State,648.0
961,2020-06-21,GM09,Saarland State,358.0
962,2020-06-21,GM10,Schleswig-Holstein State,514.0
963,2020-06-21,GM11,Brandenburg State,509.0
964,2020-06-21,GM12,Mecklenburg-Western Pomerania State,567.0
965,2020-06-21,GM13,Free State of Saxony,950.0
966,2020-06-21,GM14,Sachsen-Anhalt State,511.0
967,2020-06-21,GM15,Free State of Thüringia,517.0
968,2020-06-21,GM16,Berlin State,922.0
969,2020-06-22,GM,Germany,17602.0
970,2020-06-22,GM01,Baden-Württemberg State,1921.0
971,2020-06-22,GM02,Free State of Bavaria,2550.0
972,2020-06-22,GM03,Free Hanseatic City of Bremen,94.0
973,2020-06-22,GM04,Free Hanseatic City of Hamburg,482.0
974,2020-06-22,GM05,Hesse State,1472.0
975,2020-06-22,GM06,Lower Saxony State,1352.0
976,2020-06-22,GM07,North Rhine-Westphalia State,4287.0
977,2020-06-22,GM08,Rhineland-Palatinate State,657.0
978,2020-06-22,GM09,Saarland State,316.0
979,2020-06-22,GM10,Schleswig-Holstein State,530.0
980,2020-06-22,GM11,Brandenburg State,515.0
981,2020-06-22,GM12,Mecklenburg-Western Pomerania State,544.0
982,2020-06-22,GM13,Free State of Saxony,919.0
983,2020-06-22,GM14,Sachsen-Anhalt State,537.0
984,2020-06-22,GM15,Free State of Thüringia,492.0
985,2020-06-22,GM16,Berlin State,934.0
986,2020-06-23,GM,Germany,17964.0
987,2020-06-23,GM01,Baden-Württemberg State,1933.0
988,2020-06-23,GM02,Free State of Bavaria,2625.0
989,2020-06-23,GM03,Free Hanseatic City of Bremen,90.0
990,2020-06-23,GM04,Free Hanseatic City of Hamburg,496.0
991,2020-06-23,GM05,Hesse State,1490.0
992,2020-06-23,GM06,Lower Saxony State,1391.0
993,2020-06-23,GM07,North Rhine-Westphalia State,4265.0
994,2020-06-23,GM08,Rhineland-Palatinate State,677.0
995,2020-06-23,GM09,Saarland State,340.0
996,2020-06-23,GM10,Schleswig-Holstein State,558.0
997,2020-06-23,GM11,Brandenburg State,565.0
998,2020-06-23,GM12,Mecklenburg-Western Pomerania State,556.0
999,2020-06-23,GM13,Free State of Saxony,944.0
1000,2020-06-23,GM14,Sachsen-Anhalt State,546.0
