location,location_name,type,quantile,value,target_end_date,forecast_date,target
GM,Germany,point,,57564.5,2021-01-30,2021-01-25,1 wk ahead cum death
GM,Germany,quantile,0.01,55788.03,2021-01-30,2021-01-25,1 wk ahead cum death
GM,Germany,quantile,0.025,55977.175,2021-01-30,2021-01-25,1 wk ahead cum death
GM,Germany,quantile,0.05,56135.55,2021-01-30,2021-01-25,1 wk ahead cum death
GM,Germany,quantile,0.1,56342.3,2021-01-30,2021-01-25,1 wk ahead cum death
GM,Germany,quantile,0.15,56489.25,2021-01-30,2021-01-25,1 wk ahead cum death
GM,Germany,quantile,0.2,56686.4,2021-01-30,2021-01-25,1 wk ahead cum death
GM,Germany,quantile,0.25,56813.5,2021-01-30,2021-01-25,1 wk ahead cum death
GM,Germany,quantile,0.3,56963.3,2021-01-30,2021-01-25,1 wk ahead cum death
GM,Germany,quantile,0.35,57112,2021-01-30,2021-01-25,1 wk ahead cum death
GM,Germany,quantile,0.4,57248.4,2021-01-30,2021-01-25,1 wk ahead cum death
GM,Germany,quantile,0.45,57414.45,2021-01-30,2021-01-25,1 wk ahead cum death
GM,Germany,quantile,0.5,57564.5,2021-01-30,2021-01-25,1 wk ahead cum death
GM,Germany,quantile,0.55,57699.3,2021-01-30,2021-01-25,1 wk ahead cum death
GM,Germany,quantile,0.6,57836.2,2021-01-30,2021-01-25,1 wk ahead cum death
GM,Germany,quantile,0.65,58022.3,2021-01-30,2021-01-25,1 wk ahead cum death
GM,Germany,quantile,0.7,58212.6,2021-01-30,2021-01-25,1 wk ahead cum death
GM,Germany,quantile,0.75,58452.5,2021-01-30,2021-01-25,1 wk ahead cum death
GM,Germany,quantile,0.8,58650.8,2021-01-30,2021-01-25,1 wk ahead cum death
GM,Germany,quantile,0.85,58915.25,2021-01-30,2021-01-25,1 wk ahead cum death
GM,Germany,quantile,0.9,59266,2021-01-30,2021-01-25,1 wk ahead cum death
GM,Germany,quantile,0.95,59777.8,2021-01-30,2021-01-25,1 wk ahead cum death
GM,Germany,quantile,0.975,60266.75,2021-01-30,2021-01-25,1 wk ahead cum death
