location,location_name,type,quantile,value,target_end_date,forecast_date,target
PL,Poland,point,,1501155,2021-01-30,2021-01-25,1 wk ahead cum case
PL,Poland,quantile,0.01,1487457.32,2021-01-30,2021-01-25,1 wk ahead cum case
PL,Poland,quantile,0.025,1489422.525,2021-01-30,2021-01-25,1 wk ahead cum case
PL,Poland,quantile,0.05,1491387.8,2021-01-30,2021-01-25,1 wk ahead cum case
PL,Poland,quantile,0.1,1493152.6,2021-01-30,2021-01-25,1 wk ahead cum case
PL,Poland,quantile,0.15,1494710.3,2021-01-30,2021-01-25,1 wk ahead cum case
PL,Poland,quantile,0.2,1495874.6,2021-01-30,2021-01-25,1 wk ahead cum case
PL,Poland,quantile,0.25,1496870.5,2021-01-30,2021-01-25,1 wk ahead cum case
PL,Poland,quantile,0.3,1497845.3,2021-01-30,2021-01-25,1 wk ahead cum case
PL,Poland,quantile,0.35,1498731.75,2021-01-30,2021-01-25,1 wk ahead cum case
PL,Poland,quantile,0.4,1499711.2,2021-01-30,2021-01-25,1 wk ahead cum case
PL,Poland,quantile,0.45,1500585.8,2021-01-30,2021-01-25,1 wk ahead cum case
PL,Poland,quantile,0.5,1501155,2021-01-30,2021-01-25,1 wk ahead cum case
PL,Poland,quantile,0.55,1501975.5,2021-01-30,2021-01-25,1 wk ahead cum case
PL,Poland,quantile,0.6,1502633.8,2021-01-30,2021-01-25,1 wk ahead cum case
PL,Poland,quantile,0.65,1503548.5,2021-01-30,2021-01-25,1 wk ahead cum case
PL,Poland,quantile,0.7,1504520.1,2021-01-30,2021-01-25,1 wk ahead cum case
PL,Poland,quantile,0.75,1505493.75,2021-01-30,2021-01-25,1 wk ahead cum case
PL,Poland,quantile,0.8,1506736.6,2021-01-30,2021-01-25,1 wk ahead cum case
PL,Poland,quantile,0.85,1508321.05,2021-01-30,2021-01-25,1 wk ahead cum case
PL,Poland,quantile,0.9,1510261,2021-01-30,2021-01-25,1 wk ahead cum case
PL,Poland,quantile,0.95,1514259.2,2021-01-30,2021-01-25,1 wk ahead cum case
PL,Poland,quantile,0.975,1516575.125,2021-01-30,2021-01-25,1 wk ahead cum case
PL,Poland,quantile,0.99,1520233.56,2021-01-30,2021-01-25,1 wk ahead cum case
PL,Poland,point,,36582,2021-01-30,2021-01-25,1 wk ahead inc case
PL,Poland,quantile,0.01,22884.32,2021-01-30,2021-01-25,1 wk ahead inc case
PL,Poland,quantile,0.025,24849.525,2021-01-30,2021-01-25,1 wk ahead inc case
PL,Poland,quantile,0.05,26814.8,2021-01-30,2021-01-25,1 wk ahead inc case
PL,Poland,quantile,0.1,28579.6,2021-01-30,2021-01-25,1 wk ahead inc case
PL,Poland,quantile,0.15,30137.3,2021-01-30,2021-01-25,1 wk ahead inc case
PL,Poland,quantile,0.2,31301.6,2021-01-30,2021-01-25,1 wk ahead inc case
