location,location_name,type,quantile,value,target_end_date,forecast_date,target
GM,Germany,point,,2211453,2021-01-30,2021-01-25,1 wk ahead cum case
GM,Germany,quantile,0.01,2193365,2021-01-30,2021-01-25,1 wk ahead cum case
GM,Germany,quantile,0.025,2194301,2021-01-30,2021-01-25,1 wk ahead cum case
GM,Germany,quantile,0.05,2195753,2021-01-30,2021-01-25,1 wk ahead cum case
GM,Germany,quantile,0.1,2198072,2021-01-30,2021-01-25,1 wk ahead cum case
GM,Germany,quantile,0.15,2200047,2021-01-30,2021-01-25,1 wk ahead cum case
GM,Germany,quantile,0.2,2201836,2021-01-30,2021-01-25,1 wk ahead cum case
GM,Germany,quantile,0.25,2203449,2021-01-30,2021-01-25,1 wk ahead cum case
GM,Germany,quantile,0.3,2205212,2021-01-30,2021-01-25,1 wk ahead cum case
GM,Germany,quantile,0.35,2206899,2021-01-30,2021-01-25,1 wk ahead cum case
GM,Germany,quantile,0.4,2208546,2021-01-30,2021-01-25,1 wk ahead cum case
GM,Germany,quantile,0.45,2209943,2021-01-30,2021-01-25,1 wk ahead cum case
GM,Germany,quantile,0.5,2211453,2021-01-30,2021-01-25,1 wk ahead cum case
GM,Germany,quantile,0.55,2213202,2021-01-30,2021-01-25,1 wk ahead cum case
GM,Germany,quantile,0.6,2214919,2021-01-30,2021-01-25,1 wk ahead cum case
GM,Germany,quantile,0.65,2216662,2021-01-30,2021-01-25,1 wk ahead cum case
GM,Germany,quantile,0.7,2218215,2021-01-30,2021-01-25,1 wk ahead cum case
GM,Germany,quantile,0.75,2220495,2021-01-30,2021-01-25,1 wk ahead cum case
GM,Germany,quantile,0.8,2222876,2021-01-30,2021-01-25,1 wk ahead cum case
GM,Germany,quantile,0.85,2224968,2021-01-30,2021-01-25,1 wk ahead cum case
GM,Germany,quantile,0.9,2227317,2021-01-30,2021-01-25,1 wk ahead cum case
GM,Germany,quantile,0.95,2230382,2021-01-30,2021-01-25,1 wk ahead cum case
GM,Germany,quantile,0.975,2232064,2021-01-30,2021-01-25,1 wk ahead cum case
GM,Germany,quantile,0.99,2233487,2021-01-30,2021-01-25,1 wk ahead cum case
GM,Germany,point,,88774,2021-01-30,2021-01-25,1 wk ahead inc case
GM,Germany,quantile,0.01,70686,2021-01-30,2021-01-25,1 wk ahead inc case
GM,Germany,quantile,0.025,71622,2021-01-30,2021-01-25,1 wk ahead inc case
GM,Germany,quantile,0.05,73074,2021-01-30,2021-01-25,1 wk ahead inc case
GM,Germany,quantile,0.1,75393,2021-01-30,2021-01-25,1 wk ahead inc case
GM,Germany,quantile,0.15,77368,2021-01-30,2021-01-25,1 wk ahead inc case
GM,Germany,quantile,0.2,79157,2021-01-30,2021-01-25,1 wk ahead inc case
GM,Germany,quantile,0.25,80770,2021-01-30,2021-01-25,1 wk ahead inc case
GM,Germany,quantile,0.3,82533,2021-01-30,2021-01-25,1 wk ahead inc case
GM,Germany,quantile,0.35,84220,2021-01-30,2021-01-25,1 wk ahead inc case
GM,Germany,quantile,0.4,85867,2021-01-30,2021-01-25,1 wk ahead inc case
GM,Germany,quantile,0.45,87264,2021-01-30,2021-01-25,1 wk ahead inc case
