location,location_name,type,quantile,value,target_end_date,forecast_date,target
GM,Germany,point,,2436479.5,2021-02-27,2021-02-22,1 wk ahead cum case
GM,Germany,quantile,0.01,2413734.11,2021-02-27,2021-02-22,1 wk ahead cum case
GM,Germany,quantile,0.025,2416726.5,2021-02-27,2021-02-22,1 wk ahead cum case
GM,Germany,quantile,0.05,2420065.1,2021-02-27,2021-02-22,1 wk ahead cum case
GM,Germany,quantile,0.1,2423427.1,2021-02-27,2021-02-22,1 wk ahead cum case
GM,Germany,quantile,0.15,2426317.55,2021-02-27,2021-02-22,1 wk ahead cum case
GM,Germany,quantile,0.2,2428069.2,2021-02-27,2021-02-22,1 wk ahead cum case
GM,Germany,quantile,0.25,2429724,2021-02-27,2021-02-22,1 wk ahead cum case
GM,Germany,quantile,0.3,2431376.4,2021-02-27,2021-02-22,1 wk ahead cum case
GM,Germany,quantile,0.35,2432883.65,2021-02-27,2021-02-22,1 wk ahead cum case
GM,Germany,quantile,0.4,2434110.4,2021-02-27,2021-02-22,1 wk ahead cum case
GM,Germany,quantile,0.45,2435378.55,2021-02-27,2021-02-22,1 wk ahead cum case
GM,Germany,quantile,0.5,2436479.5,2021-02-27,2021-02-22,1 wk ahead cum case
GM,Germany,quantile,0.55,2437704.85,2021-02-27,2021-02-22,1 wk ahead cum case
GM,Germany,quantile,0.6,2439054,2021-02-27,2021-02-22,1 wk ahead cum case
GM,Germany,quantile,0.65,2440401.8,2021-02-27,2021-02-22,1 wk ahead cum case
GM,Germany,quantile,0.7,2441473.6,2021-02-27,2021-02-22,1 wk ahead cum case
GM,Germany,quantile,0.75,2442825.25,2021-02-27,2021-02-22,1 wk ahead cum case
GM,Germany,quantile,0.8,2445013.4,2021-02-27,2021-02-22,1 wk ahead cum case
GM,Germany,quantile,0.85,2446717.25,2021-02-27,2021-02-22,1 wk ahead cum case
GM,Germany,quantile,0.9,2449724.2,2021-02-27,2021-02-22,1 wk ahead cum case
GM,Germany,quantile,0.95,2454118.4,2021-02-27,2021-02-22,1 wk ahead cum case
GM,Germany,quantile,0.975,2459089.975,2021-02-27,2021-02-22,1 wk ahead cum case
GM,Germany,quantile,0.99,2463243.64,2021-02-27,2021-02-22,1 wk ahead cum case
GM,Germany,point,,57596.5,2021-02-27,2021-02-22,1 wk ahead inc case
GM,Germany,quantile,0.01,34851.11,2021-02-27,2021-02-22,1 wk ahead inc case
GM,Germany,quantile,0.025,37843.5,2021-02-27,2021-02-22,1 wk ahead inc case
GM,Germany,quantile,0.05,41182.1,2021-02-27,2021-02-22,1 wk ahead inc case
GM,Germany,quantile,0.1,44544.1,2021-02-27,2021-02-22,1 wk ahead inc case
GM,Germany,quantile,0.15,47434.55,2021-02-27,2021-02-22,1 wk ahead inc case
GM,Germany,quantile,0.2,49186.2,2021-02-27,2021-02-22,1 wk ahead inc case
GM,Germany,quantile,0.25,50841,2021-02-27,2021-02-22,1 wk ahead inc case
GM,Germany,quantile,0.3,52493.4,2021-02-27,2021-02-22,1 wk ahead inc case
GM,Germany,quantile,0.35,54000.65,2021-02-27,2021-02-22,1 wk ahead inc case
GM,Germany,quantile,0.4,55227.4,2021-02-27,2021-02-22,1 wk ahead inc case
GM,Germany,quantile,0.45,56495.55,2021-02-27,2021-02-22,1 wk ahead inc case
GM,Germany,quantile,0.5,57596.5,2021-02-27,2021-02-22,1 wk ahead inc case
GM,Germany,quantile,0.55,58821.85,2021-02-27,2021-02-22,1 wk ahead inc case
GM,Germany,quantile,0.6,60171,2021-02-27,2021-02-22,1 wk ahead inc case
GM,Germany,quantile,0.65,61518.8,2021-02-27,2021-02-22,1 wk ahead inc case
GM,Germany,quantile,0.7,62590.6,2021-02-27,2021-02-22,1 wk ahead inc case
