location,location_name,type,quantile,value,target_end_date,forecast_date,target
GM,Germany,point,,2330551,2021-02-13,2021-02-08,1 wk ahead cum case
GM,Germany,quantile,0.01,2314807.62,2021-02-13,2021-02-08,1 wk ahead cum case
GM,Germany,quantile,0.025,2316307.125,2021-02-13,2021-02-08,1 wk ahead cum case
GM,Germany,quantile,0.05,2318394.95,2021-02-13,2021-02-08,1 wk ahead cum case
GM,Germany,quantile,0.1,2321193.4,2021-02-13,2021-02-08,1 wk ahead cum case
GM,Germany,quantile,0.15,2322598.55,2021-02-13,2021-02-08,1 wk ahead cum case
GM,Germany,quantile,0.2,2324119.2,2021-02-13,2021-02-08,1 wk ahead cum case
GM,Germany,quantile,0.25,2325273,2021-02-13,2021-02-08,1 wk ahead cum case
GM,Germany,quantile,0.3,2326460.9,2021-02-13,2021-02-08,1 wk ahead cum case
GM,Germany,quantile,0.35,2327572.95,2021-02-13,2021-02-08,1 wk ahead cum case
GM,Germany,quantile,0.4,2328579,2021-02-13,2021-02-08,1 wk ahead cum case
GM,Germany,quantile,0.45,2329543.5,2021-02-13,2021-02-08,1 wk ahead cum case
GM,Germany,quantile,0.5,2330551,2021-02-13,2021-02-08,1 wk ahead cum case
GM,Germany,quantile,0.55,2331479,2021-02-13,2021-02-08,1 wk ahead cum case
GM,Germany,quantile,0.6,2332453.2,2021-02-13,2021-02-08,1 wk ahead cum case
GM,Germany,quantile,0.65,2333396.1,2021-02-13,2021-02-08,1 wk ahead cum case
GM,Germany,quantile,0.7,2334825,2021-02-13,2021-02-08,1 wk ahead cum case
GM,Germany,quantile,0.75,2336357.25,2021-02-13,2021-02-08,1 wk ahead cum case
GM,Germany,quantile,0.8,2337652.6,2021-02-13,2021-02-08,1 wk ahead cum case
GM,Germany,quantile,0.85,2339315.85,2021-02-13,2021-02-08,1 wk ahead cum case
GM,Germany,quantile,0.9,2341762.9,2021-02-13,2021-02-08,1 wk ahead cum case
GM,Germany,quantile,0.95,2345797.45,2021-02-13,2021-02-08,1 wk ahead cum case
GM,Germany,quantile,0.975,2349243.8,2021-02-13,2021-02-08,1 wk ahead cum case
GM,Germany,quantile,0.99,2352893.58,2021-02-13,2021-02-08,1 wk ahead cum case
GM,Germany,point,,55157,2021-02-13,2021-02-08,1 wk ahead inc case
GM,Germany,quantile,0.01,39413.62,2021-02-13,2021-02-08,1 wk ahead inc case
GM,Germany,quantile,0.025,40913.125,2021-02-13,2021-02-08,1 wk ahead inc case
GM,Germany,quantile,0.05,43000.95,2021-02-13,2021-02-08,1 wk ahead inc case
GM,Germany,quantile,0.1,45799.4,2021-02-13,2021-02-08,1 wk ahead inc case
GM,Germany,quantile,0.15,47204.55,2021-02-13,2021-02-08,1 wk ahead inc case
GM,Germany,quantile,0.2,48725.2,2021-02-13,2021-02-08,1 wk ahead inc case
GM,Germany,quantile,0.25,49879,2021-02-13,2021-02-08,1 wk ahead inc case
GM,Germany,quantile,0.3,51066.9,2021-02-13,2021-02-08,1 wk ahead inc case
GM,Germany,quantile,0.35,52178.95,2021-02-13,2021-02-08,1 wk ahead inc case
GM,Germany,quantile,0.4,53185,2021-02-13,2021-02-08,1 wk ahead inc case
GM,Germany,quantile,0.45,54149.5,2021-02-13,2021-02-08,1 wk ahead inc case
GM,Germany,quantile,0.5,55157,2021-02-13,2021-02-08,1 wk ahead inc case
GM,Germany,quantile,0.55,56085,2021-02-13,2021-02-08,1 wk ahead inc case
GM,Germany,quantile,0.6,57059.2,2021-02-13,2021-02-08,1 wk ahead inc case
GM,Germany,quantile,0.65,58002.1,2021-02-13,2021-02-08,1 wk ahead inc case
GM,Germany,quantile,0.7,59431,2021-02-13,2021-02-08,1 wk ahead inc case
GM,Germany,quantile,0.75,60963.25,2021-02-13,2021-02-08,1 wk ahead inc case
GM,Germany,quantile,0.8,62258.6,2021-02-13,2021-02-08,1 wk ahead inc case
GM,Germany,quantile,0.85,63921.85,2021-02-13,2021-02-08,1 wk ahead inc case
GM,Germany,quantile,0.9,66368.9,2021-02-13,2021-02-08,1 wk ahead inc case
GM,Germany,quantile,0.95,70403.45,2021-02-13,2021-02-08,1 wk ahead inc case
GM,Germany,quantile,0.975,73849.8,2021-02-13,2021-02-08,1 wk ahead inc case
GM,Germany,quantile,0.99,77499.58,2021-02-13,2021-02-08,1 wk ahead inc case
GM,Germany,point,,2375445,2021-02-20,2021-02-08,2 wk ahead cum case
GM,Germany,quantile,0.01,2341846.93,2021-02-20,2021-02-08,2 wk ahead cum case
GM,Germany,quantile,0.025,2344931.725,2021-02-20,2021-02-08,2 wk ahead cum case
GM,Germany,quantile,0.05,2348859.6,2021-02-20,2021-02-08,2 wk ahead cum case
GM,Germany,quantile,0.1,2354874.3,2021-02-20,2021-02-08,2 wk ahead cum case
GM,Germany,quantile,0.15,2358316.5,2021-02-20,2021-02-08,2 wk ahead cum case
GM,Germany,quantile,0.2,2361228,2021-02-20,2021-02-08,2 wk ahead cum case
GM,Germany,quantile,0.25,2363966,2021-02-20,2021-02-08,2 wk ahead cum case
GM,Germany,quantile,0.3,2366578.8,2021-02-20,2021-02-08,2 wk ahead cum case
GM,Germany,quantile,0.35,2369001.9,2021-02-20,2021-02-08,2 wk ahead cum case
GM,Germany,quantile,0.4,2370944.8,2021-02-20,2021-02-08,2 wk ahead cum case
GM,Germany,quantile,0.45,2373348.5,2021-02-20,2021-02-08,2 wk ahead cum case
GM,Germany,quantile,0.5,2375445,2021-02-20,2021-02-08,2 wk ahead cum case
GM,Germany,quantile,0.55,2377562,2021-02-20,2021-02-08,2 wk ahead cum case
GM,Germany,quantile,0.6,2379961,2021-02-20,2021-02-08,2 wk ahead cum case
GM,Germany,quantile,0.65,2382658.15,2021-02-20,2021-02-08,2 wk ahead cum case
GM,Germany,quantile,0.7,2385554.3,2021-02-20,2021-02-08,2 wk ahead cum case
GM,Germany,quantile,0.75,2388995.25,2021-02-20,2021-02-08,2 wk ahead cum case
GM,Germany,quantile,0.8,2391972.4,2021-02-20,2021-02-08,2 wk ahead cum case
GM,Germany,quantile,0.85,2396171.55,2021-02-20,2021-02-08,2 wk ahead cum case
GM,Germany,quantile,0.9,2401733.8,2021-02-20,2021-02-08,2 wk ahead cum case
GM,Germany,quantile,0.95,2410507.45,2021-02-20,2021-02-08,2 wk ahead cum case
GM,Germany,quantile,0.975,2418954.525,2021-02-20,2021-02-08,2 wk ahead cum case
GM,Germany,quantile,0.99,2425478.76,2021-02-20,2021-02-08,2 wk ahead cum case
GM,Germany,point,,44894,2021-02-20,2021-02-08,2 wk ahead inc case
GM,Germany,quantile,0.01,27039.31,2021-02-20,2021-02-08,2 wk ahead inc case
GM,Germany,quantile,0.025,28624.6,2021-02-20,2021-02-08,2 wk ahead inc case
GM,Germany,quantile,0.05,30464.65,2021-02-20,2021-02-08,2 wk ahead inc case
GM,Germany,quantile,0.1,33680.9,2021-02-20,2021-02-08,2 wk ahead inc case
GM,Germany,quantile,0.15,35717.95,2021-02-20,2021-02-08,2 wk ahead inc case
GM,Germany,quantile,0.2,37108.8,2021-02-20,2021-02-08,2 wk ahead inc case
GM,Germany,quantile,0.25,38693,2021-02-20,2021-02-08,2 wk ahead inc case
GM,Germany,quantile,0.3,40117.9,2021-02-20,2021-02-08,2 wk ahead inc case
GM,Germany,quantile,0.35,41428.95,2021-02-20,2021-02-08,2 wk ahead inc case
GM,Germany,quantile,0.4,42365.8,2021-02-20,2021-02-08,2 wk ahead inc case
GM,Germany,quantile,0.45,43805,2021-02-20,2021-02-08,2 wk ahead inc case
GM,Germany,quantile,0.5,44894,2021-02-20,2021-02-08,2 wk ahead inc case
GM,Germany,quantile,0.55,46083,2021-02-20,2021-02-08,2 wk ahead inc case
GM,Germany,quantile,0.6,47507.8,2021-02-20,2021-02-08,2 wk ahead inc case
GM,Germany,quantile,0.65,49262.05,2021-02-20,2021-02-08,2 wk ahead inc case
GM,Germany,quantile,0.7,50729.3,2021-02-20,2021-02-08,2 wk ahead inc case
GM,Germany,quantile,0.75,52638,2021-02-20,2021-02-08,2 wk ahead inc case
GM,Germany,quantile,0.8,54319.8,2021-02-20,2021-02-08,2 wk ahead inc case
