date,location,location_name,value
2020-12-06,GM,Germany,18772
2020-12-06,GM01,Baden-Württemberg State,3007
2020-12-06,GM02,Free State of Bavaria,4289
2020-12-06,GM03,Free Hanseatic City of Bremen,136
2020-12-06,GM04,Free Hanseatic City of Hamburg,419
2020-12-06,GM05,Hesse State,1460
2020-12-06,GM06,Lower Saxony State,1261
2020-12-06,GM07,North Rhine-Westphalia State,3924
2020-12-06,GM08,Rhineland-Palatinate State,666
2020-12-06,GM09,Saarland State,271
2020-12-06,GM10,Schleswig-Holstein State,264
2020-12-06,GM11,Brandenburg State,419
2020-12-06,GM12,Mecklenburg-Western Pomerania State,74
2020-12-06,GM13,Free State of Saxony,1279
2020-12-06,GM14,Sachsen-Anhalt State,208
2020-12-06,GM15,Free State of Thüringia,416
2020-12-06,GM16,Berlin State,679
