date,location,location_name,value
2020-11-16,GM,Germany,12547
2020-11-16,GM01,Baden-Württemberg State,2265
2020-11-16,GM02,Free State of Bavaria,3144
2020-11-16,GM03,Free Hanseatic City of Bremen,97
2020-11-16,GM04,Free Hanseatic City of Hamburg,313
2020-11-16,GM05,Hesse State,873
2020-11-16,GM06,Lower Saxony State,904
2020-11-16,GM07,North Rhine-Westphalia State,2637
2020-11-16,GM08,Rhineland-Palatinate State,363
2020-11-16,GM09,Saarland State,214
2020-11-16,GM10,Schleswig-Holstein State,222
2020-11-16,GM11,Brandenburg State,241
2020-11-16,GM12,Mecklenburg-Western Pomerania State,38
2020-11-16,GM13,Free State of Saxony,514
2020-11-16,GM14,Sachsen-Anhalt State,105
2020-11-16,GM15,Free State of Thüringia,254
2020-11-16,GM16,Berlin State,363
