date,location,location_name,value
2020-12-19,GM,Germany,25640
2020-12-19,GM01,Baden-Württemberg State,3892
2020-12-19,GM02,Free State of Bavaria,5566
2020-12-19,GM03,Free Hanseatic City of Bremen,167
2020-12-19,GM04,Free Hanseatic City of Hamburg,528
2020-12-19,GM05,Hesse State,2085
2020-12-19,GM06,Lower Saxony State,1605
2020-12-19,GM07,North Rhine-Westphalia State,5177
2020-12-19,GM08,Rhineland-Palatinate State,1041
2020-12-19,GM09,Saarland State,349
2020-12-19,GM10,Schleswig-Holstein State,322
2020-12-19,GM11,Brandenburg State,635
2020-12-19,GM12,Mecklenburg-Western Pomerania State,114
2020-12-19,GM13,Free State of Saxony,2132
2020-12-19,GM14,Sachsen-Anhalt State,376
2020-12-19,GM15,Free State of Thüringia,666
2020-12-19,GM16,Berlin State,985
