date,location,location_name,value
2021-03-14,GM,Germany,73371
2021-03-14,GM01,Baden-Württemberg State,8415
2021-03-14,GM02,Free State of Bavaria,12818
2021-03-14,GM03,Free Hanseatic City of Bremen,378
2021-03-14,GM04,Free Hanseatic City of Hamburg,1332
2021-03-14,GM05,Hesse State,6035
2021-03-14,GM06,Lower Saxony State,4592
2021-03-14,GM07,North Rhine-Westphalia State,13656
2021-03-14,GM08,Rhineland-Palatinate State,3212
2021-03-14,GM09,Saarland State,911
2021-03-14,GM10,Schleswig-Holstein State,1375
2021-03-14,GM11,Brandenburg State,3147
2021-03-14,GM12,Mecklenburg-Western Pomerania State,806
2021-03-14,GM13,Free State of Saxony,8117
2021-03-14,GM14,Sachsen-Anhalt State,2579
2021-03-14,GM15,Free State of Thuringia,3065
2021-03-14,GM16,Berlin State,2933
