date,location,location_name,value
2020-12-22,GM,Germany,27006
2020-12-22,GM01,Baden-Württemberg State,4101
2020-12-22,GM02,Free State of Bavaria,5802
2020-12-22,GM03,Free Hanseatic City of Bremen,172
2020-12-22,GM04,Free Hanseatic City of Hamburg,549
2020-12-22,GM05,Hesse State,2200
2020-12-22,GM06,Lower Saxony State,1684
2020-12-22,GM07,North Rhine-Westphalia State,5425
2020-12-22,GM08,Rhineland-Palatinate State,1090
2020-12-22,GM09,Saarland State,369
2020-12-22,GM10,Schleswig-Holstein State,333
2020-12-22,GM11,Brandenburg State,694
2020-12-22,GM12,Mecklenburg-Western Pomerania State,121
2020-12-22,GM13,Free State of Saxony,2315
2020-12-22,GM14,Sachsen-Anhalt State,399
2020-12-22,GM15,Free State of Thüringia,728
2020-12-22,GM16,Berlin State,1024
