date,location,location_name,value
2020-11-22,GM,Germany,14022
2020-11-22,GM01,Baden-Württemberg State,2441
2020-11-22,GM02,Free State of Bavaria,3426
2020-11-22,GM03,Free Hanseatic City of Bremen,106
2020-11-22,GM04,Free Hanseatic City of Hamburg,336
2020-11-22,GM05,Hesse State,1027
2020-11-22,GM06,Lower Saxony State,1004
2020-11-22,GM07,North Rhine-Westphalia State,2956
2020-11-22,GM08,Rhineland-Palatinate State,416
2020-11-22,GM09,Saarland State,236
2020-11-22,GM10,Schleswig-Holstein State,234
2020-11-22,GM11,Brandenburg State,277
2020-11-22,GM12,Mecklenburg-Western Pomerania State,53
2020-11-22,GM13,Free State of Saxony,648
2020-11-22,GM14,Sachsen-Anhalt State,122
2020-11-22,GM15,Free State of Thüringia,293
2020-11-22,GM16,Berlin State,447
