date,location,location_name,value
2020-10-19,GM,Germany,9789
2020-10-19,GM01,Baden-Württemberg State,1932
2020-10-19,GM02,Free State of Bavaria,2714
2020-10-19,GM03,Free Hanseatic City of Bremen,63
2020-10-19,GM04,Free Hanseatic City of Hamburg,280
2020-10-19,GM05,Hesse State,576
2020-10-19,GM06,Lower Saxony State,713
2020-10-19,GM07,North Rhine-Westphalia State,1946
2020-10-19,GM08,Rhineland-Palatinate State,263
2020-10-19,GM09,Saarland State,177
2020-10-19,GM10,Schleswig-Holstein State,163
2020-10-19,GM11,Brandenburg State,172
2020-10-19,GM12,Mecklenburg-Western Pomerania State,21
2020-10-19,GM13,Free State of Saxony,258
2020-10-19,GM14,Sachsen-Anhalt State,71
2020-10-19,GM15,Free State of Thüringia,199
2020-10-19,GM16,Berlin State,241
