date,location,location_name,value
2020-09-27,GM,Germany,9457
2020-09-27,GM01,Baden-Württemberg State,1877
2020-09-27,GM02,Free State of Bavaria,2659
2020-09-27,GM03,Free Hanseatic City of Bremen,59
2020-09-27,GM04,Free Hanseatic City of Hamburg,269
2020-09-27,GM05,Hesse State,550
2020-09-27,GM06,Lower Saxony State,683
2020-09-27,GM07,North Rhine-Westphalia State,1864
2020-09-27,GM08,Rhineland-Palatinate State,252
2020-09-27,GM09,Saarland State,176
2020-09-27,GM10,Schleswig-Holstein State,161
2020-09-27,GM11,Brandenburg State,169
2020-09-27,GM12,Mecklenburg-Western Pomerania State,20
2020-09-27,GM13,Free State of Saxony,233
2020-09-27,GM14,Sachsen-Anhalt State,67
2020-09-27,GM15,Free State of Thüringia,190
2020-09-27,GM16,Berlin State,228
