date,location,location_name,value
2021-01-14,GM,Germany,43881
2021-01-14,GM01,Baden-Württemberg State,5874
2021-01-14,GM02,Free State of Bavaria,8399
2021-01-14,GM03,Free Hanseatic City of Bremen,227
2021-01-14,GM04,Free Hanseatic City of Hamburg,865
2021-01-14,GM05,Hesse State,3780
2021-01-14,GM06,Lower Saxony State,2493
2021-01-14,GM07,North Rhine-Westphalia State,8585
2021-01-14,GM08,Rhineland-Palatinate State,1919
2021-01-14,GM09,Saarland State,588
2021-01-14,GM10,Schleswig-Holstein State,609
2021-01-14,GM11,Brandenburg State,1469
2021-01-14,GM12,Mecklenburg-Western Pomerania State,268
2021-01-14,GM13,Free State of Saxony,4583
2021-01-14,GM14,Sachsen-Anhalt State,1006
2021-01-14,GM15,Free State of Thüringia,1505
2021-01-14,GM16,Berlin State,1711
