date,location,location_name,value
2021-01-25,GM,Germany,52087
2021-01-25,GM01,Baden-Württemberg State,6633
2021-01-25,GM02,Free State of Bavaria,9671
2021-01-25,GM03,Free Hanseatic City of Bremen,253
2021-01-25,GM04,Free Hanseatic City of Hamburg,988
2021-01-25,GM05,Hesse State,4412
2021-01-25,GM06,Lower Saxony State,2976
2021-01-25,GM07,North Rhine-Westphalia State,9972
2021-01-25,GM08,Rhineland-Palatinate State,2287
2021-01-25,GM09,Saarland State,689
2021-01-25,GM10,Schleswig-Holstein State,755
2021-01-25,GM11,Brandenburg State,1939
2021-01-25,GM12,Mecklenburg-Western Pomerania State,369
2021-01-25,GM13,Free State of Saxony,5730
2021-01-25,GM14,Sachsen-Anhalt State,1437
2021-01-25,GM15,Free State of Thüringia,1936
2021-01-25,GM16,Berlin State,2040
