date,location,location_name,value
2020-10-20,GM,Germany,9836
2020-10-20,GM01,Baden-Württemberg State,1936
2020-10-20,GM02,Free State of Bavaria,2720
2020-10-20,GM03,Free Hanseatic City of Bremen,63
2020-10-20,GM04,Free Hanseatic City of Hamburg,281
2020-10-20,GM05,Hesse State,584
2020-10-20,GM06,Lower Saxony State,717
2020-10-20,GM07,North Rhine-Westphalia State,1963
2020-10-20,GM08,Rhineland-Palatinate State,265
2020-10-20,GM09,Saarland State,177
2020-10-20,GM10,Schleswig-Holstein State,163
2020-10-20,GM11,Brandenburg State,174
2020-10-20,GM12,Mecklenburg-Western Pomerania State,21
2020-10-20,GM13,Free State of Saxony,259
2020-10-20,GM14,Sachsen-Anhalt State,71
2020-10-20,GM15,Free State of Thüringia,201
2020-10-20,GM16,Berlin State,241
