date,location,location_name,value
2020-12-21,GM,Germany,26275
2020-12-21,GM01,Baden-Württemberg State,3969
2020-12-21,GM02,Free State of Bavaria,5692
2020-12-21,GM03,Free Hanseatic City of Bremen,171
2020-12-21,GM04,Free Hanseatic City of Hamburg,547
2020-12-21,GM05,Hesse State,2147
2020-12-21,GM06,Lower Saxony State,1648
2020-12-21,GM07,North Rhine-Westphalia State,5245
2020-12-21,GM08,Rhineland-Palatinate State,1062
2020-12-21,GM09,Saarland State,360
2020-12-21,GM10,Schleswig-Holstein State,324
2020-12-21,GM11,Brandenburg State,658
2020-12-21,GM12,Mecklenburg-Western Pomerania State,119
2020-12-21,GM13,Free State of Saxony,2252
2020-12-21,GM14,Sachsen-Anhalt State,392
2020-12-21,GM15,Free State of Thüringia,683
2020-12-21,GM16,Berlin State,1006
