date,location,location_name,value
2021-01-22,GM,Germany,50642
2021-01-22,GM01,Baden-Württemberg State,6514
2021-01-22,GM02,Free State of Bavaria,9420
2021-01-22,GM03,Free Hanseatic City of Bremen,248
2021-01-22,GM04,Free Hanseatic City of Hamburg,962
2021-01-22,GM05,Hesse State,4318
2021-01-22,GM06,Lower Saxony State,2900
2021-01-22,GM07,North Rhine-Westphalia State,9773
2021-01-22,GM08,Rhineland-Palatinate State,2216
2021-01-22,GM09,Saarland State,654
2021-01-22,GM10,Schleswig-Holstein State,725
2021-01-22,GM11,Brandenburg State,1849
2021-01-22,GM12,Mecklenburg-Western Pomerania State,344
2021-01-22,GM13,Free State of Saxony,5517
2021-01-22,GM14,Sachsen-Anhalt State,1333
2021-01-22,GM15,Free State of Thüringia,1873
2021-01-22,GM16,Berlin State,1996
