date,location,location_name,value
2020-08-12,GM,Germany,9207
2020-08-12,GM01,Baden-Württemberg State,1859
2020-08-12,GM02,Free State of Bavaria,2627
2020-08-12,GM03,Free Hanseatic City of Bremen,56
2020-08-12,GM04,Free Hanseatic City of Hamburg,262
2020-08-12,GM05,Hesse State,526
2020-08-12,GM06,Lower Saxony State,655
2020-08-12,GM07,North Rhine-Westphalia State,1765
2020-08-12,GM08,Rhineland-Palatinate State,239
2020-08-12,GM09,Saarland State,174
2020-08-12,GM10,Schleswig-Holstein State,158
2020-08-12,GM11,Brandenburg State,169
2020-08-12,GM12,Mecklenburg-Western Pomerania State,20
2020-08-12,GM13,Free State of Saxony,225
2020-08-12,GM14,Sachsen-Anhalt State,64
2020-08-12,GM15,Free State of Thüringia,184
2020-08-12,GM16,Berlin State,224
