date,location,location_name,value
2020-09-07,GM,Germany,9325
2020-09-07,GM01,Baden-Württemberg State,1865
2020-09-07,GM02,Free State of Bavaria,2642
2020-09-07,GM03,Free Hanseatic City of Bremen,58
2020-09-07,GM04,Free Hanseatic City of Hamburg,267
2020-09-07,GM05,Hesse State,535
2020-09-07,GM06,Lower Saxony State,665
2020-09-07,GM07,North Rhine-Westphalia State,1823
2020-09-07,GM08,Rhineland-Palatinate State,243
2020-09-07,GM09,Saarland State,174
2020-09-07,GM10,Schleswig-Holstein State,161
2020-09-07,GM11,Brandenburg State,169
2020-09-07,GM12,Mecklenburg-Western Pomerania State,20
2020-09-07,GM13,Free State of Saxony,225
2020-09-07,GM14,Sachsen-Anhalt State,66
2020-09-07,GM15,Free State of Thüringia,186
2020-09-07,GM16,Berlin State,226
