date,location,location_name,value
2020-07-18,GM,Germany,9083
2020-07-18,GM01,Baden-Württemberg State,1838
2020-07-18,GM02,Free State of Bavaria,2616
2020-07-18,GM03,Free Hanseatic City of Bremen,55
2020-07-18,GM04,Free Hanseatic City of Hamburg,261
2020-07-18,GM05,Hesse State,514
2020-07-18,GM06,Lower Saxony State,644
2020-07-18,GM07,North Rhine-Westphalia State,1712
2020-07-18,GM08,Rhineland-Palatinate State,238
2020-07-18,GM09,Saarland State,174
2020-07-18,GM10,Schleswig-Holstein State,154
2020-07-18,GM11,Brandenburg State,167
2020-07-18,GM12,Mecklenburg-Western Pomerania State,20
2020-07-18,GM13,Free State of Saxony,225
2020-07-18,GM14,Sachsen-Anhalt State,62
2020-07-18,GM15,Free State of Thüringia,182
2020-07-18,GM16,Berlin State,221
