date,location,location_name,value
2021-03-09,GM,Germany,72189
2021-03-09,GM01,Baden-Württemberg State,8293
2021-03-09,GM02,Free State of Bavaria,12679
2021-03-09,GM03,Free Hanseatic City of Bremen,368
2021-03-09,GM04,Free Hanseatic City of Hamburg,1312
2021-03-09,GM05,Hesse State,5962
2021-03-09,GM06,Lower Saxony State,4467
2021-03-09,GM07,North Rhine-Westphalia State,13446
2021-03-09,GM08,Rhineland-Palatinate State,3168
2021-03-09,GM09,Saarland State,893
2021-03-09,GM10,Schleswig-Holstein State,1339
2021-03-09,GM11,Brandenburg State,3095
2021-03-09,GM12,Mecklenburg-Western Pomerania State,784
2021-03-09,GM13,Free State of Saxony,8000
2021-03-09,GM14,Sachsen-Anhalt State,2516
2021-03-09,GM15,Free State of Thuringia,2973
2021-03-09,GM16,Berlin State,2894
