date,location,location_name,value
2020-08-11,GM,Germany,9201
2020-08-11,GM01,Baden-Württemberg State,1858
2020-08-11,GM02,Free State of Bavaria,2627
2020-08-11,GM03,Free Hanseatic City of Bremen,56
2020-08-11,GM04,Free Hanseatic City of Hamburg,262
2020-08-11,GM05,Hesse State,525
2020-08-11,GM06,Lower Saxony State,654
2020-08-11,GM07,North Rhine-Westphalia State,1763
2020-08-11,GM08,Rhineland-Palatinate State,239
2020-08-11,GM09,Saarland State,174
2020-08-11,GM10,Schleswig-Holstein State,158
2020-08-11,GM11,Brandenburg State,169
2020-08-11,GM12,Mecklenburg-Western Pomerania State,20
2020-08-11,GM13,Free State of Saxony,225
2020-08-11,GM14,Sachsen-Anhalt State,64
2020-08-11,GM15,Free State of Thüringia,183
2020-08-11,GM16,Berlin State,224
