date,location,location_name,value
2020-12-24,GM,Germany,28770
2020-12-24,GM01,Baden-Württemberg State,4331
2020-12-24,GM02,Free State of Bavaria,6069
2020-12-24,GM03,Free Hanseatic City of Bremen,177
2020-12-24,GM04,Free Hanseatic City of Hamburg,571
2020-12-24,GM05,Hesse State,2331
2020-12-24,GM06,Lower Saxony State,1753
2020-12-24,GM07,North Rhine-Westphalia State,5778
2020-12-24,GM08,Rhineland-Palatinate State,1198
2020-12-24,GM09,Saarland State,387
2020-12-24,GM10,Schleswig-Holstein State,352
2020-12-24,GM11,Brandenburg State,753
2020-12-24,GM12,Mecklenburg-Western Pomerania State,134
2020-12-24,GM13,Free State of Saxony,2562
2020-12-24,GM14,Sachsen-Anhalt State,478
2020-12-24,GM15,Free State of Thüringia,791
2020-12-24,GM16,Berlin State,1105
