date,location,location_name,value
2021-01-07,GM,Germany,37607
2021-01-07,GM01,Baden-Württemberg State,5207
2021-01-07,GM02,Free State of Bavaria,7424
2021-01-07,GM03,Free Hanseatic City of Bremen,209
2021-01-07,GM04,Free Hanseatic City of Hamburg,725
2021-01-07,GM05,Hesse State,3278
2021-01-07,GM06,Lower Saxony State,2206
2021-01-07,GM07,North Rhine-Westphalia State,7507
2021-01-07,GM08,Rhineland-Palatinate State,1632
2021-01-07,GM09,Saarland State,483
2021-01-07,GM10,Schleswig-Holstein State,514
2021-01-07,GM11,Brandenburg State,1143
2021-01-07,GM12,Mecklenburg-Western Pomerania State,215
2021-01-07,GM13,Free State of Saxony,3626
2021-01-07,GM14,Sachsen-Anhalt State,777
2021-01-07,GM15,Free State of Thüringia,1216
2021-01-07,GM16,Berlin State,1445
