date,location,location_name,value
2020-09-17,GM,Germany,9371
2020-09-17,GM01,Baden-Württemberg State,1868
2020-09-17,GM02,Free State of Bavaria,2647
2020-09-17,GM03,Free Hanseatic City of Bremen,59
2020-09-17,GM04,Free Hanseatic City of Hamburg,268
2020-09-17,GM05,Hesse State,542
2020-09-17,GM06,Lower Saxony State,667
2020-09-17,GM07,North Rhine-Westphalia State,1839
2020-09-17,GM08,Rhineland-Palatinate State,247
2020-09-17,GM09,Saarland State,176
2020-09-17,GM10,Schleswig-Holstein State,161
2020-09-17,GM11,Brandenburg State,169
2020-09-17,GM12,Mecklenburg-Western Pomerania State,20
2020-09-17,GM13,Free State of Saxony,226
2020-09-17,GM14,Sachsen-Anhalt State,66
2020-09-17,GM15,Free State of Thüringia,189
2020-09-17,GM16,Berlin State,227
