date,location,location_name,value
2021-03-06,GM,Germany,71804
2021-03-06,GM01,Baden-Württemberg State,8251
2021-03-06,GM02,Free State of Bavaria,12622
2021-03-06,GM03,Free Hanseatic City of Bremen,364
2021-03-06,GM04,Free Hanseatic City of Hamburg,1306
2021-03-06,GM05,Hesse State,5930
2021-03-06,GM06,Lower Saxony State,4437
2021-03-06,GM07,North Rhine-Westphalia State,13363
2021-03-06,GM08,Rhineland-Palatinate State,3160
2021-03-06,GM09,Saarland State,890
2021-03-06,GM10,Schleswig-Holstein State,1324
2021-03-06,GM11,Brandenburg State,3085
2021-03-06,GM12,Mecklenburg-Western Pomerania State,773
2021-03-06,GM13,Free State of Saxony,7983
2021-03-06,GM14,Sachsen-Anhalt State,2486
2021-03-06,GM15,Free State of Thuringia,2942
2021-03-06,GM16,Berlin State,2888
