date,location,location_name,value
2020-10-06,GM,Germany,9546
2020-10-06,GM01,Baden-Württemberg State,1894
2020-10-06,GM02,Free State of Bavaria,2674
2020-10-06,GM03,Free Hanseatic City of Bremen,59
2020-10-06,GM04,Free Hanseatic City of Hamburg,273
2020-10-06,GM05,Hesse State,556
2020-10-06,GM06,Lower Saxony State,691
2020-10-06,GM07,North Rhine-Westphalia State,1886
2020-10-06,GM08,Rhineland-Palatinate State,256
2020-10-06,GM09,Saarland State,177
2020-10-06,GM10,Schleswig-Holstein State,162
2020-10-06,GM11,Brandenburg State,169
2020-10-06,GM12,Mecklenburg-Western Pomerania State,20
2020-10-06,GM13,Free State of Saxony,239
2020-10-06,GM14,Sachsen-Anhalt State,68
2020-10-06,GM15,Free State of Thüringia,191
2020-10-06,GM16,Berlin State,231
