date,location,location_name,value
2020-12-29,GM,Germany,30978
2020-12-29,GM01,Baden-Württemberg State,4587
2020-12-29,GM02,Free State of Bavaria,6398
2020-12-29,GM03,Free Hanseatic City of Bremen,186
2020-12-29,GM04,Free Hanseatic City of Hamburg,598
2020-12-29,GM05,Hesse State,2582
2020-12-29,GM06,Lower Saxony State,1851
2020-12-29,GM07,North Rhine-Westphalia State,6227
2020-12-29,GM08,Rhineland-Palatinate State,1328
2020-12-29,GM09,Saarland State,412
2020-12-29,GM10,Schleswig-Holstein State,394
2020-12-29,GM11,Brandenburg State,814
2020-12-29,GM12,Mecklenburg-Western Pomerania State,152
2020-12-29,GM13,Free State of Saxony,2838
2020-12-29,GM14,Sachsen-Anhalt State,532
2020-12-29,GM15,Free State of Thüringia,907
2020-12-29,GM16,Berlin State,1172
