date,location,location_name,value
2020-09-02,GM,Germany,9313
2020-09-02,GM01,Baden-Württemberg State,1867
2020-09-02,GM02,Free State of Bavaria,2641
2020-09-02,GM03,Free Hanseatic City of Bremen,57
2020-09-02,GM04,Free Hanseatic City of Hamburg,267
2020-09-02,GM05,Hesse State,534
2020-09-02,GM06,Lower Saxony State,662
2020-09-02,GM07,North Rhine-Westphalia State,1817
2020-09-02,GM08,Rhineland-Palatinate State,243
2020-09-02,GM09,Saarland State,174
2020-09-02,GM10,Schleswig-Holstein State,160
2020-09-02,GM11,Brandenburg State,169
2020-09-02,GM12,Mecklenburg-Western Pomerania State,20
2020-09-02,GM13,Free State of Saxony,225
2020-09-02,GM14,Sachsen-Anhalt State,65
2020-09-02,GM15,Free State of Thüringia,186
2020-09-02,GM16,Berlin State,226
