date,location,location_name,value
2021-01-06,GM,Germany,36537
2021-01-06,GM01,Baden-Württemberg State,5180
2021-01-06,GM02,Free State of Bavaria,7260
2021-01-06,GM03,Free Hanseatic City of Bremen,209
2021-01-06,GM04,Free Hanseatic City of Hamburg,695
2021-01-06,GM05,Hesse State,3211
2021-01-06,GM06,Lower Saxony State,2122
2021-01-06,GM07,North Rhine-Westphalia State,7246
2021-01-06,GM08,Rhineland-Palatinate State,1582
2021-01-06,GM09,Saarland State,467
2021-01-06,GM10,Schleswig-Holstein State,497
2021-01-06,GM11,Brandenburg State,1083
2021-01-06,GM12,Mecklenburg-Western Pomerania State,200
2021-01-06,GM13,Free State of Saxony,3502
2021-01-06,GM14,Sachsen-Anhalt State,725
2021-01-06,GM15,Free State of Thüringia,1168
2021-01-06,GM16,Berlin State,1390
