date,location,location_name,value
2021-03-01,GM,Germany,70105
2021-03-01,GM01,Baden-Württemberg State,8074
2021-03-01,GM02,Free State of Bavaria,12388
2021-03-01,GM03,Free Hanseatic City of Bremen,341
2021-03-01,GM04,Free Hanseatic City of Hamburg,1272
2021-03-01,GM05,Hesse State,5825
2021-03-01,GM06,Lower Saxony State,4298
2021-03-01,GM07,North Rhine-Westphalia State,13059
2021-03-01,GM08,Rhineland-Palatinate State,3095
2021-03-01,GM09,Saarland State,870
2021-03-01,GM10,Schleswig-Holstein State,1284
2021-03-01,GM11,Brandenburg State,2998
2021-03-01,GM12,Mecklenburg-Western Pomerania State,739
2021-03-01,GM13,Free State of Saxony,7760
2021-03-01,GM14,Sachsen-Anhalt State,2421
2021-03-01,GM15,Free State of Thuringia,2864
2021-03-01,GM16,Berlin State,2817
