date,location,location_name,value
2021-03-12,GM,Germany,73062
2021-03-12,GM01,Baden-Württemberg State,8379
2021-03-12,GM02,Free State of Bavaria,12782
2021-03-12,GM03,Free Hanseatic City of Bremen,378
2021-03-12,GM04,Free Hanseatic City of Hamburg,1324
2021-03-12,GM05,Hesse State,6011
2021-03-12,GM06,Lower Saxony State,4557
2021-03-12,GM07,North Rhine-Westphalia State,13605
2021-03-12,GM08,Rhineland-Palatinate State,3194
2021-03-12,GM09,Saarland State,904
2021-03-12,GM10,Schleswig-Holstein State,1368
2021-03-12,GM11,Brandenburg State,3132
2021-03-12,GM12,Mecklenburg-Western Pomerania State,800
2021-03-12,GM13,Free State of Saxony,8097
2021-03-12,GM14,Sachsen-Anhalt State,2559
2021-03-12,GM15,Free State of Thuringia,3045
2021-03-12,GM16,Berlin State,2927
