date,location,location_name,value
2020-11-14,GM,Germany,12378
2020-11-14,GM01,Baden-Württemberg State,2242
2020-11-14,GM02,Free State of Bavaria,3108
2020-11-14,GM03,Free Hanseatic City of Bremen,94
2020-11-14,GM04,Free Hanseatic City of Hamburg,311
2020-11-14,GM05,Hesse State,854
2020-11-14,GM06,Lower Saxony State,897
2020-11-14,GM07,North Rhine-Westphalia State,2616
2020-11-14,GM08,Rhineland-Palatinate State,356
2020-11-14,GM09,Saarland State,211
2020-11-14,GM10,Schleswig-Holstein State,218
2020-11-14,GM11,Brandenburg State,232
2020-11-14,GM12,Mecklenburg-Western Pomerania State,37
2020-11-14,GM13,Free State of Saxony,502
2020-11-14,GM14,Sachsen-Anhalt State,105
2020-11-14,GM15,Free State of Thüringia,247
2020-11-14,GM16,Berlin State,348
