date,location,location_name,value
2020-09-24,GM,Germany,9428
2020-09-24,GM01,Baden-Württemberg State,1875
2020-09-24,GM02,Free State of Bavaria,2654
2020-09-24,GM03,Free Hanseatic City of Bremen,59
2020-09-24,GM04,Free Hanseatic City of Hamburg,269
2020-09-24,GM05,Hesse State,546
2020-09-24,GM06,Lower Saxony State,678
2020-09-24,GM07,North Rhine-Westphalia State,1859
2020-09-24,GM08,Rhineland-Palatinate State,248
2020-09-24,GM09,Saarland State,176
2020-09-24,GM10,Schleswig-Holstein State,161
2020-09-24,GM11,Brandenburg State,169
2020-09-24,GM12,Mecklenburg-Western Pomerania State,20
2020-09-24,GM13,Free State of Saxony,229
2020-09-24,GM14,Sachsen-Anhalt State,67
2020-09-24,GM15,Free State of Thüringia,190
2020-09-24,GM16,Berlin State,228
