date,location,location_name,value
2020-11-01,GM,Germany,10481
2020-11-01,GM01,Baden-Württemberg State,2029
2020-11-01,GM02,Free State of Bavaria,2808
2020-11-01,GM03,Free Hanseatic City of Bremen,72
2020-11-01,GM04,Free Hanseatic City of Hamburg,285
2020-11-01,GM05,Hesse State,654
2020-11-01,GM06,Lower Saxony State,748
2020-11-01,GM07,North Rhine-Westphalia State,2145
2020-11-01,GM08,Rhineland-Palatinate State,285
2020-11-01,GM09,Saarland State,192
2020-11-01,GM10,Schleswig-Holstein State,175
2020-11-01,GM11,Brandenburg State,195
2020-11-01,GM12,Mecklenburg-Western Pomerania State,23
2020-11-01,GM13,Free State of Saxony,322
2020-11-01,GM14,Sachsen-Anhalt State,79
2020-11-01,GM15,Free State of Thüringia,208
2020-11-01,GM16,Berlin State,261
