date,location,location_name,value
2021-02-04,GM,Germany,59742
2021-02-04,GM01,Baden-Württemberg State,7275
2021-02-04,GM02,Free State of Bavaria,10895
2021-02-04,GM03,Free Hanseatic City of Bremen,283
2021-02-04,GM04,Free Hanseatic City of Hamburg,1097
2021-02-04,GM05,Hesse State,5050
2021-02-04,GM06,Lower Saxony State,3412
2021-02-04,GM07,North Rhine-Westphalia State,11259
2021-02-04,GM08,Rhineland-Palatinate State,2648
2021-02-04,GM09,Saarland State,760
2021-02-04,GM10,Schleswig-Holstein State,967
2021-02-04,GM11,Brandenburg State,2507
2021-02-04,GM12,Mecklenburg-Western Pomerania State,506
2021-02-04,GM13,Free State of Saxony,6560
2021-02-04,GM14,Sachsen-Anhalt State,1860
2021-02-04,GM15,Free State of Thuringia,2287
2021-02-04,GM16,Berlin State,2376
