date,location,location_name,value
2020-11-05,GM,Germany,10930
2020-11-05,GM01,Baden-Württemberg State,2072
2020-11-05,GM02,Free State of Bavaria,2851
2020-11-05,GM03,Free Hanseatic City of Bremen,80
2020-11-05,GM04,Free Hanseatic City of Hamburg,296
2020-11-05,GM05,Hesse State,710
2020-11-05,GM06,Lower Saxony State,791
2020-11-05,GM07,North Rhine-Westphalia State,2267
2020-11-05,GM08,Rhineland-Palatinate State,307
2020-11-05,GM09,Saarland State,195
2020-11-05,GM10,Schleswig-Holstein State,192
2020-11-05,GM11,Brandenburg State,204
2020-11-05,GM12,Mecklenburg-Western Pomerania State,23
2020-11-05,GM13,Free State of Saxony,365
2020-11-05,GM14,Sachsen-Anhalt State,88
2020-11-05,GM15,Free State of Thüringia,217
2020-11-05,GM16,Berlin State,272
