date,location,location_name,value
2020-12-14,GM,Germany,21975
2020-12-14,GM01,Baden-Württemberg State,3425
2020-12-14,GM02,Free State of Bavaria,4895
2020-12-14,GM03,Free Hanseatic City of Bremen,158
2020-12-14,GM04,Free Hanseatic City of Hamburg,478
2020-12-14,GM05,Hesse State,1755
2020-12-14,GM06,Lower Saxony State,1427
2020-12-14,GM07,North Rhine-Westphalia State,4489
2020-12-14,GM08,Rhineland-Palatinate State,855
2020-12-14,GM09,Saarland State,307
2020-12-14,GM10,Schleswig-Holstein State,293
2020-12-14,GM11,Brandenburg State,484
2020-12-14,GM12,Mecklenburg-Western Pomerania State,98
2020-12-14,GM13,Free State of Saxony,1702
2020-12-14,GM14,Sachsen-Anhalt State,274
2020-12-14,GM15,Free State of Thüringia,514
2020-12-14,GM16,Berlin State,821
