date,location,location_name,value
2020-11-18,GM,Germany,13119
2020-11-18,GM01,Baden-Württemberg State,2333
2020-11-18,GM02,Free State of Bavaria,3262
2020-11-18,GM03,Free Hanseatic City of Bremen,102
2020-11-18,GM04,Free Hanseatic City of Hamburg,315
2020-11-18,GM05,Hesse State,935
2020-11-18,GM06,Lower Saxony State,935
2020-11-18,GM07,North Rhine-Westphalia State,2766
2020-11-18,GM08,Rhineland-Palatinate State,381
2020-11-18,GM09,Saarland State,228
2020-11-18,GM10,Schleswig-Holstein State,227
2020-11-18,GM11,Brandenburg State,253
2020-11-18,GM12,Mecklenburg-Western Pomerania State,44
2020-11-18,GM13,Free State of Saxony,567
2020-11-18,GM14,Sachsen-Anhalt State,108
2020-11-18,GM15,Free State of Thüringia,269
2020-11-18,GM16,Berlin State,394
