date,location,location_name,value
2020-09-23,GM,Germany,9409
2020-09-23,GM01,Baden-Württemberg State,1874
2020-09-23,GM02,Free State of Bavaria,2653
2020-09-23,GM03,Free Hanseatic City of Bremen,59
2020-09-23,GM04,Free Hanseatic City of Hamburg,269
2020-09-23,GM05,Hesse State,545
2020-09-23,GM06,Lower Saxony State,670
2020-09-23,GM07,North Rhine-Westphalia State,1854
2020-09-23,GM08,Rhineland-Palatinate State,248
2020-09-23,GM09,Saarland State,176
2020-09-23,GM10,Schleswig-Holstein State,161
2020-09-23,GM11,Brandenburg State,169
2020-09-23,GM12,Mecklenburg-Western Pomerania State,20
2020-09-23,GM13,Free State of Saxony,227
2020-09-23,GM14,Sachsen-Anhalt State,67
2020-09-23,GM15,Free State of Thüringia,189
2020-09-23,GM16,Berlin State,228
