date,location,location_name,value
2020-09-18,GM,Germany,9378
2020-09-18,GM01,Baden-Württemberg State,1869
2020-09-18,GM02,Free State of Bavaria,2648
2020-09-18,GM03,Free Hanseatic City of Bremen,59
2020-09-18,GM04,Free Hanseatic City of Hamburg,269
2020-09-18,GM05,Hesse State,543
2020-09-18,GM06,Lower Saxony State,667
2020-09-18,GM07,North Rhine-Westphalia State,1842
2020-09-18,GM08,Rhineland-Palatinate State,247
2020-09-18,GM09,Saarland State,176
2020-09-18,GM10,Schleswig-Holstein State,161
2020-09-18,GM11,Brandenburg State,169
2020-09-18,GM12,Mecklenburg-Western Pomerania State,20
2020-09-18,GM13,Free State of Saxony,226
2020-09-18,GM14,Sachsen-Anhalt State,66
2020-09-18,GM15,Free State of Thüringia,189
2020-09-18,GM16,Berlin State,227
