date,location,location_name,value
2020-09-25,GM,Germany,9443
2020-09-25,GM01,Baden-Württemberg State,1876
2020-09-25,GM02,Free State of Bavaria,2657
2020-09-25,GM03,Free Hanseatic City of Bremen,59
2020-09-25,GM04,Free Hanseatic City of Hamburg,269
2020-09-25,GM05,Hesse State,548
2020-09-25,GM06,Lower Saxony State,681
2020-09-25,GM07,North Rhine-Westphalia State,1861
2020-09-25,GM08,Rhineland-Palatinate State,251
2020-09-25,GM09,Saarland State,176
2020-09-25,GM10,Schleswig-Holstein State,161
2020-09-25,GM11,Brandenburg State,169
2020-09-25,GM12,Mecklenburg-Western Pomerania State,20
2020-09-25,GM13,Free State of Saxony,230
2020-09-25,GM14,Sachsen-Anhalt State,67
2020-09-25,GM15,Free State of Thüringia,190
2020-09-25,GM16,Berlin State,228
