date,location,location_name,value
2020-12-09,GM,Germany,19932
2020-12-09,GM01,Baden-Württemberg State,3170
2020-12-09,GM02,Free State of Bavaria,4518
2020-12-09,GM03,Free Hanseatic City of Bremen,142
2020-12-09,GM04,Free Hanseatic City of Hamburg,435
2020-12-09,GM05,Hesse State,1578
2020-12-09,GM06,Lower Saxony State,1299
2020-12-09,GM07,North Rhine-Westphalia State,4167
2020-12-09,GM08,Rhineland-Palatinate State,736
2020-12-09,GM09,Saarland State,286
2020-12-09,GM10,Schleswig-Holstein State,271
2020-12-09,GM11,Brandenburg State,435
2020-12-09,GM12,Mecklenburg-Western Pomerania State,86
2020-12-09,GM13,Free State of Saxony,1381
2020-12-09,GM14,Sachsen-Anhalt State,229
2020-12-09,GM15,Free State of Thüringia,467
2020-12-09,GM16,Berlin State,732
