date,location,location_name,value
2020-11-23,GM,Germany,14112
2020-11-23,GM01,Baden-Württemberg State,2449
2020-11-23,GM02,Free State of Bavaria,3440
2020-11-23,GM03,Free Hanseatic City of Bremen,108
2020-11-23,GM04,Free Hanseatic City of Hamburg,338
2020-11-23,GM05,Hesse State,1033
2020-11-23,GM06,Lower Saxony State,1010
2020-11-23,GM07,North Rhine-Westphalia State,2977
2020-11-23,GM08,Rhineland-Palatinate State,420
2020-11-23,GM09,Saarland State,236
2020-11-23,GM10,Schleswig-Holstein State,234
2020-11-23,GM11,Brandenburg State,280
2020-11-23,GM12,Mecklenburg-Western Pomerania State,53
2020-11-23,GM13,Free State of Saxony,667
2020-11-23,GM14,Sachsen-Anhalt State,122
2020-11-23,GM15,Free State of Thüringia,296
2020-11-23,GM16,Berlin State,449
