date,location,location_name,value
2020-10-01,GM,Germany,9500
2020-10-01,GM01,Baden-Württemberg State,1886
2020-10-01,GM02,Free State of Bavaria,2663
2020-10-01,GM03,Free Hanseatic City of Bremen,59
2020-10-01,GM04,Free Hanseatic City of Hamburg,271
2020-10-01,GM05,Hesse State,551
2020-10-01,GM06,Lower Saxony State,685
2020-10-01,GM07,North Rhine-Westphalia State,1880
2020-10-01,GM08,Rhineland-Palatinate State,255
2020-10-01,GM09,Saarland State,177
2020-10-01,GM10,Schleswig-Holstein State,162
2020-10-01,GM11,Brandenburg State,169
2020-10-01,GM12,Mecklenburg-Western Pomerania State,20
2020-10-01,GM13,Free State of Saxony,235
2020-10-01,GM14,Sachsen-Anhalt State,68
2020-10-01,GM15,Free State of Thüringia,191
2020-10-01,GM16,Berlin State,228
