date,location,location_name,value
2021-02-14,GM,Germany,64960
2021-02-14,GM01,Baden-Württemberg State,7741
2021-02-14,GM02,Free State of Bavaria,11679
2021-02-14,GM03,Free Hanseatic City of Bremen,310
2021-02-14,GM04,Free Hanseatic City of Hamburg,1196
2021-02-14,GM05,Hesse State,5448
2021-02-14,GM06,Lower Saxony State,3836
2021-02-14,GM07,North Rhine-Westphalia State,12096
2021-02-14,GM08,Rhineland-Palatinate State,2877
2021-02-14,GM09,Saarland State,817
2021-02-14,GM10,Schleswig-Holstein State,1126
2021-02-14,GM11,Brandenburg State,2790
2021-02-14,GM12,Mecklenburg-Western Pomerania State,628
2021-02-14,GM13,Free State of Saxony,7127
2021-02-14,GM14,Sachsen-Anhalt State,2109
2021-02-14,GM15,Free State of Thuringia,2576
2021-02-14,GM16,Berlin State,2604
