date,location,location_name,value
2020-11-03,GM,Germany,10661
2020-11-03,GM01,Baden-Württemberg State,2045
2020-11-03,GM02,Free State of Bavaria,2816
2020-11-03,GM03,Free Hanseatic City of Bremen,77
2020-11-03,GM04,Free Hanseatic City of Hamburg,291
2020-11-03,GM05,Hesse State,683
2020-11-03,GM06,Lower Saxony State,763
2020-11-03,GM07,North Rhine-Westphalia State,2193
2020-11-03,GM08,Rhineland-Palatinate State,294
2020-11-03,GM09,Saarland State,194
2020-11-03,GM10,Schleswig-Holstein State,183
2020-11-03,GM11,Brandenburg State,203
2020-11-03,GM12,Mecklenburg-Western Pomerania State,23
2020-11-03,GM13,Free State of Saxony,342
2020-11-03,GM14,Sachsen-Anhalt State,83
2020-11-03,GM15,Free State of Thüringia,210
2020-11-03,GM16,Berlin State,261
