date,location,location_name,value
2021-01-11,GM,Germany,40686
2021-01-11,GM01,Baden-Württemberg State,5575
2021-01-11,GM02,Free State of Bavaria,7913
2021-01-11,GM03,Free Hanseatic City of Bremen,223
2021-01-11,GM04,Free Hanseatic City of Hamburg,820
2021-01-11,GM05,Hesse State,3513
2021-01-11,GM06,Lower Saxony State,2340
2021-01-11,GM07,North Rhine-Westphalia State,7978
2021-01-11,GM08,Rhineland-Palatinate State,1780
2021-01-11,GM09,Saarland State,543
2021-01-11,GM10,Schleswig-Holstein State,554
2021-01-11,GM11,Brandenburg State,1286
2021-01-11,GM12,Mecklenburg-Western Pomerania State,242
2021-01-11,GM13,Free State of Saxony,4130
2021-01-11,GM14,Sachsen-Anhalt State,870
2021-01-11,GM15,Free State of Thüringia,1354
2021-01-11,GM16,Berlin State,1565
