date,location,location_name,value
2020-08-24,GM,Germany,9277
2020-08-24,GM01,Baden-Württemberg State,1863
2020-08-24,GM02,Free State of Bavaria,2634
2020-08-24,GM03,Free Hanseatic City of Bremen,56
2020-08-24,GM04,Free Hanseatic City of Hamburg,265
2020-08-24,GM05,Hesse State,528
2020-08-24,GM06,Lower Saxony State,661
2020-08-24,GM07,North Rhine-Westphalia State,1802
2020-08-24,GM08,Rhineland-Palatinate State,243
2020-08-24,GM09,Saarland State,174
2020-08-24,GM10,Schleswig-Holstein State,160
2020-08-24,GM11,Brandenburg State,169
2020-08-24,GM12,Mecklenburg-Western Pomerania State,20
2020-08-24,GM13,Free State of Saxony,225
2020-08-24,GM14,Sachsen-Anhalt State,65
2020-08-24,GM15,Free State of Thüringia,186
2020-08-24,GM16,Berlin State,226
