date,location,location_name,value
2021-02-05,GM,Germany,60597
2021-02-05,GM01,Baden-Württemberg State,7341
2021-02-05,GM02,Free State of Bavaria,11023
2021-02-05,GM03,Free Hanseatic City of Bremen,285
2021-02-05,GM04,Free Hanseatic City of Hamburg,1120
2021-02-05,GM05,Hesse State,5114
2021-02-05,GM06,Lower Saxony State,3509
2021-02-05,GM07,North Rhine-Westphalia State,11386
2021-02-05,GM08,Rhineland-Palatinate State,2685
2021-02-05,GM09,Saarland State,766
2021-02-05,GM10,Schleswig-Holstein State,985
2021-02-05,GM11,Brandenburg State,2539
2021-02-05,GM12,Mecklenburg-Western Pomerania State,520
2021-02-05,GM13,Free State of Saxony,6659
2021-02-05,GM14,Sachsen-Anhalt State,1922
2021-02-05,GM15,Free State of Thuringia,2323
2021-02-05,GM16,Berlin State,2420
