date,location,location_name,value
2020-12-28,GM,Germany,30126
2020-12-28,GM01,Baden-Württemberg State,4486
2020-12-28,GM02,Free State of Bavaria,6265
2020-12-28,GM03,Free Hanseatic City of Bremen,183
2020-12-28,GM04,Free Hanseatic City of Hamburg,589
2020-12-28,GM05,Hesse State,2511
2020-12-28,GM06,Lower Saxony State,1802
2020-12-28,GM07,North Rhine-Westphalia State,6066
2020-12-28,GM08,Rhineland-Palatinate State,1272
2020-12-28,GM09,Saarland State,412
2020-12-28,GM10,Schleswig-Holstein State,376
2020-12-28,GM11,Brandenburg State,788
2020-12-28,GM12,Mecklenburg-Western Pomerania State,143
2020-12-28,GM13,Free State of Saxony,2733
2020-12-28,GM14,Sachsen-Anhalt State,515
2020-12-28,GM15,Free State of Thüringia,836
2020-12-28,GM16,Berlin State,1149
