date,location,location_name,value
2020-09-28,GM,Germany,9460
2020-09-28,GM01,Baden-Württemberg State,1880
2020-09-28,GM02,Free State of Bavaria,2659
2020-09-28,GM03,Free Hanseatic City of Bremen,59
2020-09-28,GM04,Free Hanseatic City of Hamburg,269
2020-09-28,GM05,Hesse State,550
2020-09-28,GM06,Lower Saxony State,683
2020-09-28,GM07,North Rhine-Westphalia State,1865
2020-09-28,GM08,Rhineland-Palatinate State,251
2020-09-28,GM09,Saarland State,176
2020-09-28,GM10,Schleswig-Holstein State,161
2020-09-28,GM11,Brandenburg State,169
2020-09-28,GM12,Mecklenburg-Western Pomerania State,20
2020-09-28,GM13,Free State of Saxony,233
2020-09-28,GM14,Sachsen-Anhalt State,67
2020-09-28,GM15,Free State of Thüringia,190
2020-09-28,GM16,Berlin State,228
