date,location,location_name,value
2020-12-26,GM,Germany,29422
2020-12-26,GM01,Baden-Württemberg State,4400
2020-12-26,GM02,Free State of Bavaria,6150
2020-12-26,GM03,Free Hanseatic City of Bremen,178
2020-12-26,GM04,Free Hanseatic City of Hamburg,584
2020-12-26,GM05,Hesse State,2423
2020-12-26,GM06,Lower Saxony State,1774
2020-12-26,GM07,North Rhine-Westphalia State,5888
2020-12-26,GM08,Rhineland-Palatinate State,1229
2020-12-26,GM09,Saarland State,406
2020-12-26,GM10,Schleswig-Holstein State,359
2020-12-26,GM11,Brandenburg State,771
2020-12-26,GM12,Mecklenburg-Western Pomerania State,139
2020-12-26,GM13,Free State of Saxony,2682
2020-12-26,GM14,Sachsen-Anhalt State,502
2020-12-26,GM15,Free State of Thüringia,819
2020-12-26,GM16,Berlin State,1118
