date,location,location_name,value
2021-02-25,GM,Germany,69125
2021-02-25,GM01,Baden-Württemberg State,8005
2021-02-25,GM02,Free State of Bavaria,12281
2021-02-25,GM03,Free Hanseatic City of Bremen,329
2021-02-25,GM04,Free Hanseatic City of Hamburg,1251
2021-02-25,GM05,Hesse State,5775
2021-02-25,GM06,Lower Saxony State,4230
2021-02-25,GM07,North Rhine-Westphalia State,12875
2021-02-25,GM08,Rhineland-Palatinate State,3062
2021-02-25,GM09,Saarland State,857
2021-02-25,GM10,Schleswig-Holstein State,1262
2021-02-25,GM11,Brandenburg State,2957
2021-02-25,GM12,Mecklenburg-Western Pomerania State,719
2021-02-25,GM13,Free State of Saxony,7574
2021-02-25,GM14,Sachsen-Anhalt State,2358
2021-02-25,GM15,Free State of Thuringia,2810
2021-02-25,GM16,Berlin State,2780
