date,location,location_name,value
2021-01-01,GM,Germany,33624
2021-01-01,GM01,Baden-Württemberg State,4840
2021-01-01,GM02,Free State of Bavaria,6765
2021-01-01,GM03,Free Hanseatic City of Bremen,196
2021-01-01,GM04,Free Hanseatic City of Hamburg,653
2021-01-01,GM05,Hesse State,2887
2021-01-01,GM06,Lower Saxony State,2003
2021-01-01,GM07,North Rhine-Westphalia State,6631
2021-01-01,GM08,Rhineland-Palatinate State,1441
2021-01-01,GM09,Saarland State,433
2021-01-01,GM10,Schleswig-Holstein State,427
2021-01-01,GM11,Brandenburg State,976
2021-01-01,GM12,Mecklenburg-Western Pomerania State,172
2021-01-01,GM13,Free State of Saxony,3266
2021-01-01,GM14,Sachsen-Anhalt State,651
2021-01-01,GM15,Free State of Thüringia,1012
2021-01-01,GM16,Berlin State,1271
