date,location,location_name,value
2020-10-29,GM,Germany,10272
2020-10-29,GM01,Baden-Württemberg State,2000
2020-10-29,GM02,Free State of Bavaria,2789
2020-10-29,GM03,Free Hanseatic City of Bremen,69
2020-10-29,GM04,Free Hanseatic City of Hamburg,283
2020-10-29,GM05,Hesse State,637
2020-10-29,GM06,Lower Saxony State,737
2020-10-29,GM07,North Rhine-Westphalia State,2083
2020-10-29,GM08,Rhineland-Palatinate State,279
2020-10-29,GM09,Saarland State,183
2020-10-29,GM10,Schleswig-Holstein State,170
2020-10-29,GM11,Brandenburg State,188
2020-10-29,GM12,Mecklenburg-Western Pomerania State,22
2020-10-29,GM13,Free State of Saxony,300
2020-10-29,GM14,Sachsen-Anhalt State,76
2020-10-29,GM15,Free State of Thüringia,203
2020-10-29,GM16,Berlin State,253
