date,location,location_name,value
2021-01-12,GM,Germany,41577
2021-01-12,GM01,Baden-Württemberg State,5665
2021-01-12,GM02,Free State of Bavaria,8053
2021-01-12,GM03,Free Hanseatic City of Bremen,225
2021-01-12,GM04,Free Hanseatic City of Hamburg,820
2021-01-12,GM05,Hesse State,3588
2021-01-12,GM06,Lower Saxony State,2386
2021-01-12,GM07,North Rhine-Westphalia State,8181
2021-01-12,GM08,Rhineland-Palatinate State,1838
2021-01-12,GM09,Saarland State,555
2021-01-12,GM10,Schleswig-Holstein State,569
2021-01-12,GM11,Brandenburg State,1335
2021-01-12,GM12,Mecklenburg-Western Pomerania State,254
2021-01-12,GM13,Free State of Saxony,4196
2021-01-12,GM14,Sachsen-Anhalt State,912
2021-01-12,GM15,Free State of Thüringia,1409
2021-01-12,GM16,Berlin State,1591
