date,location,location_name,value
2020-08-25,GM,Germany,9280
2020-08-25,GM01,Baden-Württemberg State,1862
2020-08-25,GM02,Free State of Bavaria,2635
2020-08-25,GM03,Free Hanseatic City of Bremen,56
2020-08-25,GM04,Free Hanseatic City of Hamburg,265
2020-08-25,GM05,Hesse State,528
2020-08-25,GM06,Lower Saxony State,662
2020-08-25,GM07,North Rhine-Westphalia State,1804
2020-08-25,GM08,Rhineland-Palatinate State,243
2020-08-25,GM09,Saarland State,174
2020-08-25,GM10,Schleswig-Holstein State,160
2020-08-25,GM11,Brandenburg State,169
2020-08-25,GM12,Mecklenburg-Western Pomerania State,20
2020-08-25,GM13,Free State of Saxony,225
2020-08-25,GM14,Sachsen-Anhalt State,65
2020-08-25,GM15,Free State of Thüringia,186
2020-08-25,GM16,Berlin State,226
