date,location,location_name,value
2020-08-13,GM,Germany,9211
2020-08-13,GM01,Baden-Württemberg State,1859
2020-08-13,GM02,Free State of Bavaria,2627
2020-08-13,GM03,Free Hanseatic City of Bremen,56
2020-08-13,GM04,Free Hanseatic City of Hamburg,262
2020-08-13,GM05,Hesse State,526
2020-08-13,GM06,Lower Saxony State,655
2020-08-13,GM07,North Rhine-Westphalia State,1767
2020-08-13,GM08,Rhineland-Palatinate State,240
2020-08-13,GM09,Saarland State,174
2020-08-13,GM10,Schleswig-Holstein State,158
2020-08-13,GM11,Brandenburg State,169
2020-08-13,GM12,Mecklenburg-Western Pomerania State,20
2020-08-13,GM13,Free State of Saxony,225
2020-08-13,GM14,Sachsen-Anhalt State,64
2020-08-13,GM15,Free State of Thüringia,185
2020-08-13,GM16,Berlin State,224
